"","CountryCode","Year","Polity2","RegQual","AOSISMembers","EU","distance","OPECDummy","logpop","logCO2percap","logtourarriv","logGDPpercap","NoExec","RightExec","LeftExec","UNSC","G20","EnvMinistry","GEFCouncil","IO","EnvTreaty","logbiodiversity","logBilaterialAidRecip","logBilaterialAidDonor","envcpia.2","WBEB","Annex1Dummy","CDMDonor","CDMHost","GEFFundsDummy","FoodProd","logNatDiaster","logGEFDon"
"1","AFG",1995,0,-1.70262381165778,0,0,5226.514,0,7.245168872,-1.677780705,4.62690585172689,2.27628874276079,1,0,0,0,0,0,0,31,24,0.546448399,5.98255143391979,0.740175842560837,3,0,0,0,0,0,0.0492797,0,0
"2","AFG",1996,-7,-2.125582695,0,0,5247.043,0,7.265178963,-1.677780705,4.53579112837636,2.56227784566035,0,0,0,0,0,0,0,32,24,0.546448399,4.05556164411773,2.99142650820042,3,0,0,0,0,0,0.0593691,0,0
"3","AFG",1997,-7,-1.77423512459614,0,0,6278.016,0,7.279238506,-1.958607315,5.42334439274785,2.11625352354266,0,0,1,0,0,0,0,32,24,0.546448399,6.34098986930391,1.96924917247546,7,0,0,0,0,0,0.071876,0,0
"4","AFG",1998,-7,-2.155505896,0,0,15298.5,0,7.289964139,-1.958607315,5.04816744086922,1.5970009284908,0,0,1,0,0,0,0,32,24,0.546448399,5.790002156,1.014227971369,7,0,0,0,0,0,0.0631809,0,0
"5","AFG",1999,-7,-1.38913732195648,0,0,5226.514,0,7.300749155,-1.958607315,5.32527133439997,2.75511202200891,1,1,0,0,0,0,0,33,24,0.546448399,4.395216741,4.17724615419139,6,0,0,0,0,0,-0.0118098,0,0
"6","AFG",2000,-7,-2.186197758,0,0,5361.4,0,7.313769388,-1.958607315,5.14971470479124,2.24621499354126,0,0,1,0,0,0,0,33,24,0.546448399,5.6000382929907,1.44316814390016,6,0,0,0,0,0,-0.175921,6.411619874,0
"7","AFG",2001,0,-1.60119417114051,0,0,6811.536,0,7.329352759,-1.958607315,4.08105210017682,2.061876424,0,0,1,0,0,0,0,33,24,0.546448399,5.7353141,2.1924080640881,4,0,0,0,0,0,-0.1062455,0,0
"8","AFG",2002,0,-1.873433828,0,0,1003.893,0,7.346407864,-1.958607315,4.20427645079989,2.26941788,1,0,0,0,0,0,0,32,24,0.546448399,6.630089778,1.01309170974863,4,0,0,0,0,0,0.2161145,0,0
"9","AFG",2003,-1,-1.48789227,0,0,4935.994,0,7.363915354,-1.958607315,4.56032906372302,2.297295992,1,0,0,0,0,0,0,34,24,0.546448399,5.911354065,3.05770511732566,5,0,0,0,0,0,0.0354457,0,0
"10","AFG",2004,4,-1.502772093,0,0,15298.5,0,7.380549172,-1.958607315,4.51985070421842,2.342533782,1,0,0,0,0,0,0,35,24,0.546448399,5.865282719,2.4050500359059,6,0,0,0,0,1,-0.0296931,0,0
