CountryCodeYear,CountryCode,Conference,Year,Delegates0,Location,LocationCCode,Polity2,TotalC02Emis,CO2PerCap,Population,RegQual,AOSISMembers,EU,TourNumArrivals,GDPpercap,DistanceCCodes,distance,OPECDummy,logpop,logCO2Tot,logCO2percap,logtourarriv,logGDPpercap,ExecIdeology,NoExec,RightExec,LeftExec,UNSC,G20,EnvMinistry,EnvRecipient,EnvDonor,biodiversity,GEFCouncil,envcpia,TotalGDP,IO,EnvTreaty,logGDP,logbiodiversity,logBilaterialAidRecip,logBilaterialAidDonor,envcpia.2,WBEB,HostDummy,Annex1Dummy,CDMDonor,CDMHost,CDMDonorNum,CDMHostNum,GEFFunds,GEFFundsDummy,Annex1Host,NatDiaster,FoodProd,logNatDiaster,GEFDon,logGEFDon
AFG1995,AFG,COP1,1995,0,Berlin,DEU,0,346,0.02,17586073,,0,0,,,AFGDEU,5226.514,0,7.245168872,2.539076099,-1.677780705,,,,,,,0,0,0,,,3.519236061,0,,,31,24,,0.546448399,,,,0,,0,0,0,0,0,0,0,1,0,0.0492797,0,0,0
AFG1996,AFG,COP2,1996,0,Geneva,CHE,-7,327,0.02,18415307,-2.125582695,0,0,,,AFGCHE,5247.043,0,7.265178963,2.514547753,-1.677780705,,,,,,,0,0,0,,,3.519236061,0,,,32,24,,0.546448399,,,,0,,0,0,0,0,0,0,0,1,0,0.0593691,0,0,0
AFG1997,AFG,COP3,1997,0,Kyoto,JPN,-7,304,0.01,19021226,,0,0,,,AFGJPN,6278.016,0,7.279238506,2.482873584,-1.958607315,,,,,,,0,0,0,,,3.519236061,0,,,32,24,,0.546448399,,,,0,,0,0,0,0,0,0,0,1,0,0.071876,0,0,0
AFG1998,AFG,COP4,1998,0,Buenos Aires,ARG,-7,288,0.01,19496836,-2.155505896,0,0,,,AFGARG,15298.5,0,7.289964139,2.459392488,-1.958607315,,,,,,,0,0,0,616598.0625,,3.519236061,0,,,32,24,,0.546448399,5.790002156,,,0,,0,0,0,0,0,0,0,0,0,0.0631809,0,0,0
AFG1999,AFG,COP5,1999,0,Bonn,DEU,-7,227,0.01,19987071,,0,0,,,AFGDEU,5226.514,0,7.300749155,2.356025857,-1.958607315,,,,,,,0,0,0,24843.72656,,3.519236061,0,,,33,24,,0.546448399,4.395216741,,,0,,0,0,0,0,0,0,0,1,0,-0.0118098,0,0,0
AFG2000,AFG,COP6,2000,0,The Hague,NLD,-7,213,0.01,20595360,-2.186197758,0,0,,,AFGNLD,5361.4,0,7.313769388,2.328379603,-1.958607315,,,,,,,0,0,0,,,3.519236061,0,,,33,24,,0.546448399,,,,0,,0,0,0,0,0,0,0,1,2580000,-0.175921,6.411619874,0,0
AFG2001,AFG,COP7,2001,0,Marrakesh,MAR,,176,0.01,21347782,,0,0,,115.3125095,AFGMAR,6811.536,0,7.329352759,2.245512668,-1.958607315,,2.061876424,,,,,0,0,0,543643.375,,3.519236061,0,,2461666315,33,24,9.391229183,0.546448399,5.7353141,,,0,,0,0,0,0,0,0,0,0,0,-0.1062455,0,0,0
AFG2002,AFG,COP8,2002,0,New Delhi,IND,,244,0.01,22202806,-1.873433828,0,0,,185.9592901,AFGIND,1003.893,0,7.346407864,2.387389826,-1.958607315,,2.26941788,-999,1,0,0,0,0,0,4266677.109,,3.519236061,0,,4128818042,32,24,9.615825744,0.546448399,6.630089778,,,0,,0,0,0,0,0,0,0,0,0,0.2161145,0,0,0
AFG2003,AFG,COP9,2003,0,Milan,ITA,,283,0.01,23116142,-1.48789227,0,0,,198.2877991,AFGITA,4935.994,0,7.363915354,2.451786436,-1.958607315,,2.297295992,-999,1,0,0,0,0,0,815368.7554,,3.519236061,0,,4583648922,34,24,9.661211346,0.546448399,5.911354065,,,0,,0,0,0,0,0,0,0,1,0,0.0354457,0,0,0
AFG2004,AFG,COP10,2004,0,Buenos,ARG,,261,0.01,24018682,-1.502772093,0,0,,220.0562878,AFGARG,15298.5,0,7.380549172,2.416640507,-1.958607315,,2.342533782,-999,1,0,0,0,0,0,733301.7461,,3.519236061,0,,5285461999,35,24,9.723082955,0.546448399,5.865282719,,,0,,0,0,0,0,0,1175000,1,0,0,-0.0296931,0,0,0
AFG2005,AFG,COP11,2005,4,Montreal,CAN,,365,0.01,24860855,-1.646192193,0,0,,252.4078925,AFGCAN,10768.89,0,7.395516061,2.562292864,-1.958607315,,2.402102931,-999,1,0,0,0,0,0,643136.7148,,3.519236061,0,,6275076016,40,24,9.797618991,0.546448399,5.808303303,,,0,,0,0,0,0,0,0,0,1,0,0.1038156,0,0,0
AFG2006,AFG,COP12,2006,0,irobe,KEN,,452,0.02,25631282,-1.674109697,0,0,,275.3509718,AFGKEN,5221.581,0,7.408770329,2.655138435,-1.677780705,,2.439886614,-999,1,0,0,0,0,0,9478105.69,,3.519236061,0,3,7057598407,41,24,9.848656942,0.546448399,6.976721547,,6,0,,0,0,0,0,0,0,0,0,1900000,-0.0848088,6.27875383,0,0
AFG2007,AFG,COP13,2007,1,Bali,IDN,,622,0.02,26349243,-1.680980802,0,0,,373.5910916,AFGIDN,6000.786,0,7.420768143,2.793790385,-1.677780705,,2.572396512,-999,1,0,0,0,0,0,7263317.882,,3.519236061,0,3,9843842455,39,,9.993164654,0.546448399,6.861135052,,6,0,,0,0,0,0,0,0,0,0,0,0.1122537,0,0,0
AFG2008,AFG,COP14,2008,2,Pozn,POL,,1150,0.04,27032197,-1.601079226,0,0,,376.977494,AFGPOL,4267.977,0,7.431881344,3.06069784,-1.387216143,,2.576315423,-999,1,0,0,0,0,0,2834637.793,,3.519236061,0,3,10190529882,41,,10.00819677,0.546448399,6.452497573,,6,0,,0,0,0,0,0,0,0,1,280000,-0.080729,5.447159582,0,0
AFG2009,AFG,COP15,2009,8,Copenhagen,DNK,,1848,0.07,27708187,-1.6701051,0,0,,450.6589877,AFGDNK,4857.692,0,7.44260811,3.266701967,-1.148741651,,2.653848037,-999,1,0,0,0,0,,23795819.61,,3.519236061,0,3,12486943506,42,,10.09645615,0.546448399,7.376500668,,6,0,,0,0,0,0,0,0,0,1,0,0.1527052,0,0,0
AFG2010,AFG,COP16,2010,2,Cancun,MEX,,2310,0.08,28397812,-1.529258132,0,0,,561.198188,AFGMEX,13906.07,0,7.45328488,3.36361198,-1.091514981,,2.74911626,-999,1,0,0,0,0,,45080858.73,,3.519236061,0,3,15936800636,44,,10.20240114,0.546448399,7.65399218,,6,0,,0,0,0,0,0,394000,1,0,0,-0.0070891,0,0,0
AFG2011,AFG,COP17,2011,5,Durban,ZAF,,3341,0.11,29105480,-1.539812922,0,0,,616.0434186,AFGZAF,9273.133,0,7.463974766,3.523876476,-0.954677021,,2.789611322,-999,1,0,0,0,0,,19689333.65,,3.519236061,0,3.5,17930239400,44,,10.25358609,0.546448399,7.294231019,,7,0,,0,0,0,0,0,0,0,0,1750000,-0.0452352,6.243038297,0,0
AFG2012,AFG,COP18,2012,5,Doha,QAT,,,0.350370581,29824536,-1.210026264,0,0,,688.5787842,AFGQAT,1987.925,0,7.474573696,,-3,,2.837953638,-999,1,0,0,0,0,,9025519.407,,3.519236061,0,3.5,20536542737,46,,10.31252733,0.546448399,6.955472204,,7,0,,0,0,0,0,0,6581819,1,1,0,0.0974197,0,0,0
AFG2013,AFG,COP19,2013,5,Warsaw,POL,,,0.315601773,31731688,-1.212253332,0,0,,664.8041966,AFGPOL,4267.977,0,7.501493175,,-3,,2.822693752,-999,1,0,0,0,0,,5259890.058,,3.519236061,0,3.5,20310881087,47,,10.30772876,0.546448399,6.720976667,,7,0,,0,0,0,0,0,910000,1,1,0,-0.0231261,0,0,0
AFG2014,AFG,COP20,2014,3,Lima,PER,-1,,0.299444991,32758020,-1.118182182,0,0,,666.2917549,AFGPER,15811.19,0,7.515317644,,-3,,2.823664439,-999,1,0,0,0,0,,,,3.519236061,0,3.5,20841951232,,,10.31893838,0.546448399,,,7,0,,0,0,0,0,0,1735160,1,0,0,0.0374227,0,,
ALB1995,ALB,COP1,1995,0,Berlin,DEU,5,569,0.18,3357858,,0,0,,760.5593582,ALBDEU,1493.096,0,6.526062326,2.755112266,-0.742321425,,2.881133114,Right,0,1,0,0,0,1,,,0.190934806,0,,2424498953,75,34,9.384622001,-0.719114896,,,,0,,0,0,0,0,0,0,0,1,0,0.0764527,0,0,0
ALB1996,ALB,COP2,1996,2,Geneva,CHE,0,550,0.18,3341043,-0.419196784,0,0,,951.1320914,ALBCHE,1167.984,0,6.523882065,2.740362689,-0.742321425,,2.978240835,Right,0,1,0,0,0,1,,,0.190934806,0,,3013217853,38,35,9.479030532,-0.719114896,,,,0,,0,0,0,0,0,278000,1,1,0,0.0104432,0,0,0
ALB1997,ALB,COP3,1997,1,Kyoto,JPN,5,421,0.14,3331317,,0,0,,697.5945647,ALBJPN,9501.873,0,6.522615961,2.624282096,-0.850780887,,2.843603088,Right,0,1,0,0,0,1,,,0.190934806,0,,2196223714,58,35,9.341676577,-0.719114896,,,,0,,0,0,0,0,0,96000,1,1,0,-0.0581026,0,0,0
ALB1998,ALB,COP4,1998,1,Buenos Aires,ARG,5,478,0.16,3325456,-0.18657735,0,0,,871.8936539,ALBARG,11632.19,0,6.521851206,2.679427897,-0.793174124,,2.940463517,Left,0,0,1,0,0,1,,,0.190934806,0,,2727745453,55,37,9.435803841,-0.719114896,,,,0,,0,0,0,0,0,0,0,0,0,0.0314312,0,0,0
ALB1999,ALB,COP5,1999,2,Bonn,DEU,5,814,0.26,3317941,,0,0,,1104.743553,ALBDEU,1493.096,0,6.520868659,2.910624405,-0.583359493,,3.043261476,Left,0,0,1,0,0,1,25385.39258,,0.190934806,0,,3434402453,42,41,9.535851186,-0.719114896,4.404583884,,,0,,0,0,0,0,0,0,0,1,0,-0.0258193,0,0,0
ALB2000,ALB,COP6,2000,2,The Hague,NLD,5,824,0.27,3304948,-0.262941539,0,0,,1193.466223,ALBNLD,1664.815,0,6.519164631,2.915927212,-0.567030709,,3.076810132,Left,0,0,1,0,0,1,51662.46094,,0.190934806,0,,3686649387,45,41,9.566631837,-0.719114896,4.71317509,,,0,,0,0,0,0,0,14000,1,1,0,0.0504107,0,0,0
ALB2001,ALB,COP7,2001,1,Marrakesh,MAR,5,879,0.29,3286084,,0,0,,1336.859141,ALBMAR,2473.619,0,6.516678661,2.943988875,-0.536107011,,3.12608565,Left,0,0,1,0,0,1,30969.21582,,0.190934806,0,,4091020249,54,43,9.611831629,-0.719114896,4.490930209,,,0,,0,0,0,0,0,0,0,0,0,0.0346727,0,0,0
ALB2002,ALB,COP8,2002,1,New Delhi,IND,7,1023,0.33,3263596,-0.250540912,0,0,,1458.328047,ALBIND,5322.44,0,6.513696392,3.009875634,-0.480172006,,3.163855228,Left,0,0,1,0,0,1,347869.4736,,0.190934806,0,,4449373455,79,43,9.648298859,-0.719114896,5.54141632,,,0,,0,0,0,0,0,100000,1,0,0,0.0045705,0,0,0
ALB2003,ALB,COP9,2003,2,Milan,ITA,7,1171,0.38,3239385,-0.468515098,0,0,,1859.552352,ALBITA,611.7626,0,6.510462567,3.068556895,-0.419075024,,3.26940841,Left,0,0,1,0,0,1,21111409.69,,0.190934806,0,,5652325082,43,43,9.752227131,-0.719114896,7.324517234,,,0,,0,0,0,0,0,5220000,1,1,0,0.0570655,0,0,0
ALB2004,ALB,COP10,2004,1,Buenos,ARG,7,1136,0.36,3216197,-0.161306918,0,0,,2466.00508,ALBARG,11632.19,0,6.507342642,3.055378331,-0.442492798,,3.391993967,Left,0,0,1,0,0,1,2095999.858,,0.190934806,0,,7464446950,6,44,9.872997636,-0.719114896,6.321391249,,,0,,0,0,0,0,0,545000,1,0,0,0.0477943,0,0,0
ALB2005,ALB,COP11,2005,3,Montreal,CAN,9,1160,0.37,3196130,-0.299623609,0,0,,2781.572144,ALBCAN,7606.625,0,6.504624436,3.064457989,-0.43062609,,3.444290328,Left,0,0,1,0,0,1,8067447.74,,0.190934806,0,,8376668352,41,46,9.923071321,-0.719114896,6.906736161,,,0,,0,0,0,0,0,5324000,1,1,0,-0.0192122,0,0,0
ALB2006,ALB,COP12,2006,2,irobe,KEN,9,1054,0.33,3179573,-0.094024472,0,0,,3051.76764,ALBKEN,5045.083,0,6.5023688,3.022840611,-0.480172006,,3.484551464,Right,0,1,0,0,0,1,608665.762,,0.190934806,0,,9132558097,46,46,9.960592444,-0.719114896,5.784378873,,,0,,0,0,0,0,0,0,0,0,0,0.0424747,0,0,0
ALB2007,ALB,COP13,2007,4,Bali,IDN,9,1221,0.39,3166222,0.069974981,0,0,1062000,3603.01356,ALBIDN,10212.24,0,6.500541362,3.086715664,-0.407823243,6.026124517,3.556665897,Right,0,1,0,0,0,1,2560017.109,,0.190934806,0,,10701011524,,,10.02942483,-0.719114896,6.408242868,,,0,,0,0,0,0,0,975000,1,0,75,0.014956,1.880813592,0,0
ALB2008,ALB,COP14,2008,6,Pozn,POL,9,1270,0.4,3156608,0.145662919,0,0,1247000,4370.539925,ALBPOL,1218.313,0,6.499220653,3.103803721,-0.396855627,6.095866453,3.640535092,Right,0,1,0,0,0,1,4789385.94,,0.190934806,0,,12881353508,64,,10.1099615,-0.719114896,6.680279835,,,0,,0,0,0,0,0,0,0,1,0,0.0400586,0,0,0
ALB2009,ALB,COP15,2009,16,Copenhagen,DNK,9,1224,0.39,3151185,0.247665405,0,0,1711000,4114.134899,ALBDNK,1679.912,0,6.498473901,3.087781418,-0.407823243,6.23325001,3.614278528,Right,0,1,0,0,0,,2540459.629,,0.190934806,0,,12044208086,74,,10.08077825,-0.719114896,6.404912298,,,0,,0,0,0,0,0,558000,1,1,0,0.0401177,0,0,0
ALB2010,ALB,COP16,2010,7,Cancun,MEX,9,1204,0.38,3150143,0.232252091,0,0,2191000,4094.360204,ALBMEX,10807.12,0,6.498330269,3.080626487,-0.419075024,6.340642378,3.612186047,Right,0,1,0,0,0,,2419962.211,,0.190934806,0,,11926957255,60,,10.07652966,-0.719114896,6.383808584,,,0,,0,0,1,0,1,1000000,1,0,0,0.0513287,0,0,0
ALB2011,ALB,COP17,2011,3,Durban,ZAF,9,1273,0.4,3153883,0.235243276,0,0,2469000,4437.811725,ALBZAF,8378.26,0,6.498845578,3.104828404,-0.396855627,6.39252109,3.647168873,Right,0,1,0,0,0,,3852457.603,,0.190934806,0,,12890866743,44,,10.11028212,-0.719114896,6.585737868,,,0,,0,0,1,0,1,0,0,0,0,0.0517159,0,0,0
ALB2012,ALB,COP18,2012,6,Doha,QAT,9,,1.692908325,3162083,0.168027863,0,0,3156000,4256.016702,ALBQAT,3422.078,0,6.499973265,,-3,6.499136995,3.629003324,Right,0,1,0,0,0,,739150.8163,,0.190934806,1,,12344529628,48,,10.09147455,-0.719114896,5.868733061,,,0,,0,0,1,0,1,3104848,1,1,0,0.0638862,0,0,0
ALB2013,ALB,COP19,2013,2,Warsaw,POL,9,,1.749211079,2895092,0.175412416,0,0,2857000,4458.073207,ALBPOL,1218.313,0,6.461662369,,-3,6.45591024,3.649147196,1,0,1,0,0,0,,1957045.683,,0.190934806,0,,12916669736,46,,10.11115056,-0.719114896,6.291600963,,,0,,0,0,0,0,0,150000,1,1,0,0.0037575,0,0,0
ALB2014,ALB,COP20,2014,3,Lima,PER,9,,1.978763312,2889104,0.221990347,0,0,3673000,4619.211258,ALBPER,11472.13,0,6.460763176,,-3,6.565020928,3.664567825,3,0,0,1,0,0,,,,0.190934806,0,,13370191506,,,10.12613763,-0.719114896,,,,0,,0,0,0,0,0,1897000,1,0,0,0.0459576,0,,
DZA1995,DZA,COP1,1995,9,Berlin,DEU,,26001,0.92,29315463,,0,0,520000,1424.642484,DZADEU,1658.841,1,7.467096758,4.414990051,-0.03574037,5.716003344,3.153705891,,,,,0,0,1,,,2.927042019,0,,41764054035,84,54,10.62080265,0.466428957,,,,1,,0,0,0,0,0,0,0,1,0,0.1157393,0,0,0
DZA1996,DZA,COP2,1996,4,Geneva,CHE,,26488,0.92,29845208,-0.771424413,0,0,605000,1572.831937,DZACHE,1183.855,1,7.47487461,4.423049168,-0.03574037,5.781755375,3.196682319,,,,,0,0,1,,,2.927042019,0,,46941496308,57,58,10.67155693,0.466428957,,,,1,,0,0,0,0,0,0,0,1,0,0.1652479,0,0,0
DZA1997,DZA,COP3,1997,5,Kyoto,JPN,,24051,0.82,30345466,,0,0,635000,1587.646138,DZAJPN,10810.22,1,7.482093811,4.381133138,-0.085656843,5.802773725,3.200753711,,,,,0,0,1,,,2.927042019,0,,48177861891,67,58,10.68284752,0.466428957,,,,1,,0,0,0,0,0,230500,1,1,0,-0.195653,0,0,0
DZA1998,DZA,COP4,1998,3,Buenos Aires,ARG,,29201,0.98,30820435,-0.719598293,0,0,678000,1563.500973,DZAARG,10188.35,1,7.488838764,4.465397724,-0.008330993,5.831229694,3.194098156,,,,,0,0,1,2321408.297,,2.927042019,0,,48187780126,5,62,10.68293692,0.466428957,6.365751532,,,1,,0,0,0,0,0,194670,1,0,0,0.1044693,0,0,0
DZA1999,DZA,COP5,1999,2,Bonn,DEU,,25121,0.83,31276295,,0,0,749000,1555.191033,DZADEU,1658.841,1,7.495215301,4.400036924,-0.080398976,5.874481818,3.191783744,,,,,0,0,1,311648.875,,2.927042019,0,,48640613515,38,62,10.68699904,0.466428957,5.493665564,,,1,,0,0,0,0,0,14000,1,1,0,0.0516801,0,0,0
DZA2000,DZA,COP6,2000,8,The Hague,NLD,,23979,0.79,31719449,-0.693145275,0,0,866000,1727.333251,DZANLD,1733.388,1,7.501325635,4.379831068,-0.101823517,5.937517892,3.237376133,Left,0,0,1,0,0,1,177538.5313,,2.927042019,0,,54790058957,4,62,10.73870177,0.466428957,5.249292623,,,1,,0,0,0,0,0,750000,1,1,0,-0.0523973,0,0,0
DZA2001,DZA,COP7,2001,8,Marrakesh,MAR,,22987,0.74,32150198,,0,0,901000,1702.780079,DZAMAR,945.4926,1,7.507183652,4.361482296,-0.130181792,5.954724791,3.231158561,Left,0,0,1,0,0,1,27481.82813,,2.927042019,1,,54744716706,62,64,10.73834221,0.466428957,4.439045619,,,1,,0,0,0,0,0,100000,1,0,0,0.0645742,0,0,0
DZA2002,DZA,COP8,2002,6,New Delhi,IND,,24776,0.79,32572977,-0.593901038,0,0,988000,1742.55761,DZAIND,6837.094,1,7.512857453,4.394031192,-0.101823517,5.994756945,3.241187145,Left,0,0,1,0,0,1,150112.0742,,2.927042019,1,,56760288962,48,65,10.7540446,0.466428957,5.176415626,,,1,,0,0,0,0,0,4314620,1,0,0,0.024837,0,0,0
DZA2003,DZA,COP9,2003,14,Milan,ITA,,25234,0.79,33003442,-0.551087916,0,0,1166000,2056.265303,DZAITA,991.1346,1,7.518559236,4.401986099,-0.101823517,6.06669855,3.313079147,Left,0,0,1,0,0,1,6029947.32,,2.927042019,0,,67863832648,48,65,10.83163838,0.466428957,6.780313518,,,1,,0,0,0,0,0,0,0,1,0,0.1478906,0,0,0
DZA2004,DZA,COP10,2004,13,Buenos,ARG,,24405,0.75,33461345,-0.544950724,0,0,1234000,2549.957193,DZAARG,10188.35,1,7.524543394,4.387478812,-0.124360063,6.09131516,3.40653289,Left,0,0,1,1,0,1,4153430.214,,2.927042019,0,,85324997370,46,66,10.93107628,0.466428957,6.618406918,,,1,,0,0,0,0,0,198000,1,0,0,0.1027093,0,0,0
DZA2005,DZA,COP11,2005,9,Montreal,CAN,,29214,0.89,33960903,-0.434020877,0,0,1443000,3038.735967,DZACAN,6747.007,1,7.530979229,4.465591025,-0.050122296,6.159266331,3.482692966,Left,0,0,1,1,0,1,4787829.588,,2.927042019,0,,1.03E+11,49,66,11.01367128,0.466428957,6.680138684,,,1,,0,0,0,0,0,0,0,1,0,0.011169,0,0,0
DZA2006,DZA,COP12,2006,7,irobe,KEN,,27521,0.82,34507214,-0.577564001,0,0,1638000,3391.385869,DZAKEN,5494.155,1,7.537909897,4.43966421,-0.085656843,6.214313897,3.530377206,Left,0,0,1,0,0,1,613301.553,,2.927042019,0,,1.17E+11,52,66,11.06828607,0.466428957,5.787674064,,,1,,0,0,0,0,0,0,0,0,0,0.0393991,0,0,0
DZA2007,DZA,COP13,2007,11,Bali,IDN,,29805,0.85,35097043,-0.621589184,0,0,1743000,3845.825086,DZAIDN,11649.36,1,7.545270528,4.474289126,-0.07007044,6.241297387,3.584989528,Left,0,0,1,0,0,1,5192664.827,,2.927042019,0,,1.35E+11,16,,11.13025977,0.466428957,6.715390291,,,1,,0,0,0,0,0,0,0,0,0,-0.0997462,0,0,0
DZA2008,DZA,COP14,2008,26,Pozn,POL,,30427,0.85,35725377,-0.793844879,0,0,1772000,4786.532893,DZAPOL,2219.584,1,7.55297682,4.483259134,-0.07007044,6.248463718,3.680021048,Left,0,0,1,0,0,1,901151.7161,,2.927042019,0,,1.71E+11,64,,11.23299865,0.466428957,5.954797914,,,1,,0,0,0,0,0,0,0,1,0,0.0276079,0,0,0
DZA2009,DZA,COP15,2009,52,Copenhagen,DNK,,33099,0.91,36383302,-1.06974113,0,0,1912000,3771.263214,DZADNK,2217.219,1,7.560902111,4.519814873,-0.040481623,6.281487888,3.576486845,Left,0,0,1,0,0,,3356682.99,,2.927042019,1,,1.37E+11,54,,11.13738893,0.466428957,6.525910328,,,1,,0,0,0,0,0,13789142,1,1,0,0.2187729,0,0,0
DZA2010,DZA,COP16,2010,22,Cancun,MEX,,32527,0.88,37062820,-1.16554594,0,0,2070000,4349.569325,DZAMEX,9760.504,1,7.56893846,4.51224401,-0.055024092,6.315970345,3.638446257,Left,0,0,1,0,0,,906087.0346,,2.927042019,1,,1.61E+11,75,,11.2073839,0.466428957,5.957169916,,,1,,0,0,0,0,0,0,0,0,0,0.0454755,0,0,0
DZA2011,DZA,COP17,2011,23,Durban,ZAF,,33203,0.88,37762962,-1.189158916,0,0,2395000,5271.590312,DZAZAF,8037.998,1,7.577066052,4.521177325,-0.055024092,6.379305518,3.721941651,Left,0,0,1,0,0,,1332303.6,,2.927042019,0,,1.99E+11,63,,11.299008,0.466428957,6.124603201,,,1,,0,0,0,0,0,0,0,0,0,0.0736384,0,0,0
DZA2012,DZA,COP18,2012,29,Doha,QAT,,,3.46026581,38481705,-1.292611957,0,0,2634000,5309.822369,DZAQAT,4750.869,1,7.585254306,,-3,6.420615771,3.725079993,Left,0,0,1,0,0,,152354.3779,,2.927042019,0,,2.04E+11,53,,11.31033426,0.466428957,5.182854938,,,1,,0,0,1,0,2,11149630,1,1,0,0.0892849,0,0,0
DZA2013,DZA,COP19,2013,20,Warsaw,POL,,,3.507310029,38338562,-1.186227322,0,0,,5360.701146,DZAPOL,2219.584,1,7.583635819,,-3,,3.729221596,3,0,0,1,0,0,,1501959.055,,2.927042019,0,,2.10E+11,47,,11.32259759,0.466428957,6.176658093,,,1,,0,0,0,0,0,181592,1,1,0,0.1085067,0,0,0
DZA2014,DZA,COP20,2014,21,Lima,PER,,,3.717409901,39113313,-1.282962322,0,0,2301000,5361.10239,DZAPER,9955.96,1,7.592324603,,-3,6.361916619,3.729254102,3,0,0,1,0,0,,,,2.927042019,0,,2.14E+11,,,11.33054161,0.466428957,,,,1,,0,0,0,0,0,3187671,1,0,0,-0.0178666,0,,
AGO1995,AGO,COP1,1995,0,Berlin,DEU,-2,3003,0.25,12104952,,0,0,9000,416.3207907,AGODEU,6738.352,0,7.082963072,3.477555332,-0.600326279,3.954242509,2.6194281,Left,0,0,1,0,0,0,,,8.90681787,0,,5039543188,46,18,9.702391171,0.949722572,,,,0,,0,0,0,0,0,0,0,1,0,-0.0341401,0,0,0
AGO1996,AGO,COP2,1996,0,Geneva,CHE,-2,2861,0.23,12451945,-1.456104994,0,0,21000,604.4394354,AGOCHE,6235.385,0,7.095237194,3.456517858,-0.63638802,4.322219295,2.781352791,Left,0,0,1,0,0,0,,,8.90681787,0,,7526446606,3,19,9.876589985,0.949722572,,,,0,,0,0,0,0,0,0,0,1,0,0.0641043,0,0,0
AGO1997,AGO,COP3,1997,0,Kyoto,JPN,-3,2013,0.16,12791388,,0,0,45000,597.9317901,AGOJPN,13861.75,0,7.106917673,3.303843775,-0.793174124,4.653212514,2.776651644,Left,0,0,1,0,0,0,,,8.90681787,0,,7648377524,,20,9.883569317,0.949722572,,,,0,,0,0,0,0,0,0,0,1,105000,-0.0038757,5.021193435,0,0
AGO1998,AGO,COP4,1998,0,Buenos Aires,ARG,-3,1993,0.15,13137542,-1.717123032,0,0,52000,490.5820117,AGOARG,7792.03,0,7.118514117,3.299507299,-0.821023053,4.716003344,2.69071162,Left,0,0,1,0,0,1,142824.3125,,8.90681787,0,,6445041784,55,21,9.809225737,0.949722572,5.154802142,,,0,,0,0,0,0,0,0,0,0,0,0.1496737,0,0,0
AGO1999,AGO,COP5,1999,0,Bonn,DEU,-3,2497,0.18,13510616,,0,0,45000,455.4139453,AGODEU,6738.352,0,7.130675151,3.397418542,-0.742321425,4.653212514,2.658406325,Left,0,0,1,0,0,1,709629.0625,,8.90681787,0,,6152922936,48,21,9.789081476,0.949722572,5.851031393,,,0,,0,0,0,0,0,0,0,1,0,-0.05071,0,0,0
AGO2000,AGO,COP6,2000,4,The Hague,NLD,-3,2602,0.19,13924930,-1.825742364,0,0,51000,655.6294944,AGONLD,6856.132,0,7.143793021,3.415307292,-0.718966633,4.707570176,2.816658483,Left,0,0,1,0,0,1,1546978.5,,8.90681787,0,,9129594816,48,21,9.960451503,0.949722572,6.189484278,,,0,,0,0,0,0,0,0,0,1,0,0.1496451,0,0,0
AGO2001,AGO,COP7,2001,5,Marrakesh,MAR,-3,2654,0.18,14385283,,0,0,67000,621.19593,AGOMAR,5221.762,0,7.15791841,3.423900919,-0.742321425,4.826074803,2.793228602,Left,0,0,1,0,0,1,195093.625,,8.90681787,0,,8936079251,39,21,9.951147012,0.949722572,5.290243078,,,0,,0,0,0,0,0,0,0,0,0,0.1287379,0,0,0
AGO2002,AGO,COP8,2002,2,New Delhi,IND,-2,3454,0.23,14886574,-1.487071991,0,0,91000,839.504512,AGOIND,8025.968,0,7.172794761,3.538322333,-0.63638802,4.959041392,2.924023035,Left,0,0,1,0,0,1,1928178.65,,8.90681787,0,,12497346041,38,21,10.0968178,0.949722572,6.28514727,,,0,,0,0,0,0,0,0,0,0,0,0.1262178,0,0,0
AGO2003,AGO,COP9,2003,5,Milan,ITA,-2,2472,0.16,15421075,-1.233143926,0,0,107000,920.1011759,AGOITA,5645.243,0,7.188114649,3.393048466,-0.793174124,5.029383778,2.963835586,Left,0,0,1,1,0,1,1760866.21,,8.90681787,0,,14188949241,41,21,10.15195024,0.949722572,6.24572636,,,0,,0,0,0,0,0,339000,1,1,0,0.0699968,0,0,0
AGO2004,AGO,COP10,2004,10,Buenos,ARG,-2,5125,0.32,15976715,-1.24637723,0,0,194000,1229.342988,AGOARG,7792.03,0,7.203487488,3.70969387,-0.493494968,5.28780173,3.089673068,Left,0,0,1,1,0,1,351533.8809,,8.90681787,0,,19640862550,39,21,10.29316056,0.949722572,5.545967189,,,0,,0,0,0,0,0,0,0,0,25000,0.0720825,4.39795738,0,0
AGO2005,AGO,COP11,2005,8,Montreal,CAN,-2,5224,0.32,16544376,-1.288089514,0,0,210000,1706.543621,AGOCAN,10904.94,0,7.218650392,3.718003168,-0.493494968,5.322219295,3.232117394,Left,0,0,1,0,0,1,980180.9512,,8.90681787,0,2.5,28233699333,39,21,10.45076779,0.949722572,5.991306258,,5,0,,0,0,0,0,0,0,0,1,0,0.0869756,0,0,0
