"","CountryCode","Year","Polity2","RegQual","AOSISMembers","EU","distance","OPECDummy","logpop","logCO2percap","logtourarriv","logGDPpercap","NoExec","RightExec","LeftExec","UNSC","G20","EnvMinistry","GEFCouncil","IO","EnvTreaty","logbiodiversity","logBilaterialAidRecip","logBilaterialAidDonor","envcpia.2","WBEB","Annex1Dummy","CDMDonor","CDMHost","GEFFundsDummy","FoodProd","logNatDiaster","logGEFDon"
"1","AFG",1995,0,-2.46475931797947,0,0,5226.514,0,7.245168872,-1.677780705,3.56952911753307,1.64466365909544,0,1,0,0,0,0,0,31,24,0.546448399,4.22113166838004,4.30711441252157,2,0,0,0,0,0,0.0492797,0,0
"2","AFG",1996,-7,-2.125582695,0,0,5247.043,0,7.265178963,-1.677780705,4.88544787713951,3.14802112551555,0,1,1,0,0,0,0,32,24,0.546448399,4.61284782962299,5.84275990973156,6,0,0,0,0,0,0.0593691,0,0
"3","AFG",1997,-7,-2.30593807931227,0,0,6278.016,0,7.279238506,-1.958607315,4.27487119244489,2.16940900064265,0,0,1,0,0,0,0,32,24,0.546448399,4.96582032521854,4.62032140255816,3,0,0,0,0,0,0.071876,0,0
"4","AFG",1998,-7,-2.155505896,0,0,15298.5,0,7.289964139,-1.958607315,4.08671554028088,2.55081056769462,1,0,0,0,0,0,0,32,24,0.546448399,5.790002156,6.12349799292108,2,0,0,0,0,0,0.0631809,0,0
"5","AFG",1999,-7,-3.0364119473985,0,0,5226.514,0,7.300749155,-1.958607315,4.50179962401779,1.90717339304086,0,1,0,0,0,0,0,33,24,0.546448399,4.395216741,4.84676624415245,2,0,0,0,0,0,-0.0118098,0,0
"6","AFG",2000,-7,-2.186197758,0,0,5361.4,0,7.313769388,-1.958607315,4.78257644405253,2.00362446707599,1,0,1,0,0,0,0,33,24,0.546448399,6.51158185662731,5.60114063746616,5,0,0,0,0,0,-0.175921,6.411619874,0
"7","AFG",2001,-2,-2.46878815041745,0,0,6811.536,0,7.329352759,-1.958607315,5.03406241304722,2.061876424,0,0,0,0,0,0,0,33,24,0.546448399,5.7353141,2.43719922212275,6,0,0,0,0,0,-0.1062455,0,0
"8","AFG",2002,-2,-1.873433828,0,0,1003.893,0,7.346407864,-1.958607315,4.91466002840768,2.26941788,1,0,0,0,0,0,0,32,24,0.546448399,6.630089778,4.32861107588987,6,0,0,0,0,0,0.2161145,0,0
"9","AFG",2003,-9,-1.48789227,0,0,4935.994,0,7.363915354,-1.958607315,4.87018458681228,2.297295992,1,0,0,0,0,0,0,34,24,0.546448399,5.911354065,6.3830097720228,6,0,0,0,0,0,0.0354457,0,0
"10","AFG",2004,-8,-1.502772093,0,0,15298.5,0,7.380549172,-1.958607315,4.73490767023536,2.342533782,1,0,0,0,0,0,0,35,24,0.546448399,5.865282719,7.90711130357311,3,0,0,0,0,1,-0.0296931,0,0
"11","AFG",2005,-1,-1.646192193,0,0,10768.89,0,7.395516061,-1.958607315,4.77824935649217,2.402102931,1,0,0,0,0,0,0,40,24,0.546448399,5.808303303,6.68721827558244,6,0,0,0,0,0,0.1038156,0,0
"12","AFG",2006,3,-1.674109697,0,0,5221.581,0,7.408770329,-1.677780705,4.2963480707927,2.439886614,1,0,0,0,0,0,0,41,24,0.546448399,6.976721547,5.43687720607402,6,0,0,0,0,0,-0.0848088,6.27875383,0
"13","AFG",2007,0,-1.680980802,0,0,6000.786,0,7.420768143,-1.677780705,4.94327940498715,2.572396512,1,0,0,0,0,0,0,39,32.754282809385,0.546448399,6.861135052,6.17679291765336,6,0,0,0,0,0,0.1122537,0,0
"14","AFG",2008,-8,-1.601079226,0,0,4267.977,0,7.431881344,-1.387216143,5.15996922067439,2.576315423,1,0,0,0,0,0,0,41,20.7366656681677,0.546448399,6.452497573,5.09428581096924,6,0,0,0,0,0,-0.080729,5.447159582,0
"15","AFG",2009,2,-1.6701051,0,0,4857.692,0,7.44260811,-1.148741651,5.06684942919289,2.653848037,1,0,0,0,0,1,0,42,34.9306407536423,0.546448399,7.376500668,7.08831473606583,6,0,0,0,0,0,0.1527052,0,0
