titulo;nome;desc;cargo_deleg;org;org_detalhe;cargo_org;conf;pais;nline;fonte;id_org_dupla
Mr.;Luiz Gylvan Meira Filho;"National Institute for Space Research (INPE)
Ministry of Science and Technology";NA;INPE;NA;NA;UNFCCC, INC08;Brasil;6;Lista ONU;3321
H.E. Mr.;Luiz Felipe P. Lampreia;"Ambassador
Permanent Representative
Permanent Mission of Brazil to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;"Embaixador; Representante permanente";UNFCCC, INC09;Brasil;1;Lista ONU;3281
Mr.;Almir Franco de Sá Barbuda;"Minister-Counsellor
Permanent Mission to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;Ministro conselheiro;UNFCCC, INC09;Brasil;2;Lista ONU;3281
Mr.;Pedro Motta Pinto Coelho;"Minister, Head of Division
Division of the Environment
Ministry of Foreign Affairs";NA;MRE;DEMA;"Ministro; Chefe da divisão";UNFCCC, INC09;Brasil;3;Lista ONU;3273
Ms.;Silvana Peixoto Dunley;"First Secretary
Permanent Mission to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;Primeiro secretário;UNFCCC, INC09;Brasil;4;Lista ONU;3281
Mr.;Antonio Otávio de Sá Ricarte;"Second Secretary
Permanent Mission to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;Segundo secretário;UNFCCC, INC09;Brasil;5;Lista ONU;3281
Ms.;Maria Feliciana Ortigão;"Third Secretary
Ministry of Foreign Affairs";NA;MRE;NA;Terceiro secretário;UNFCCC, INC09;Brasil;6;Lista ONU;3271
Mr.;Luiz Gylvan Meira Filho;"Advisor
Ministry of Science and Tecnology";NA;MCT;NA;Assessor;UNFCCC, INC09;Brasil;7;Lista ONU;1726
Mr.;Paulo Toshio Motoki;"Adviser
Ministry of Science and Technology";NA;MCT;NA;Assessor;UNFCCC, INC09;Brasil;8;Lista ONU;1726
Mr.;Almir Franco de Sá Barbuda;"Minister-Counsellor
Permanent Mission to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;Ministro conselheiro;UNFCCC, INC10;Brasil;1;Lista ONU;3281
Mr.;Luiz G. Meira Filho;"President
National Institute of Space Research";NA;INPE;NA;Presidente;UNFCCC, INC10;Brasil;2;Lista ONU;3321
Mr.;Guido Fernando Silva Soares;"Counsellor
Permanent Mission of Brazil to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;Conselheiro;UNFCCC, INC10;Brasil;3;Lista ONU;3281
Ms.;Silvana Peixoto Dunley;"First Secretary
Permanent Mission to the United Nations Office at Geneva";NA;MRE;Missão Permanente em Genebra;Primeiro secretário;UNFCCC, INC10;Brasil;4;Lista ONU;3281
