"ano";"id_org_unica";"dotacao_atual_total";"pago_total";"dotacao_atual_invest";"pago_invest";"servidores_superior";"servidores_naosup";"forca_trabalho";"org_limpo"
2008;430;0;0;0;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2008;431;2,12e+18;1,94e+18;172228238;22559044;829;604;39983;"Ministério da Previdência Social"
2008;432;56736426612;48421304530;3940089746;278106508;44221;62176;105621;"Ministério da Saúde"
2008;433;22223280990;9791204929;12901632714;1677484694;1768;1770;460;"Ministério das Cidades"
2008;434;5007170343;1149047166;38384381;1021983;299;311;1971;"Ministério das Comunicações"
2008;435;1889502508;2049145090;38569180;40606430;2585;986;3467;"Ministério das Relações Exteriores"
2008;436;6291880844;1009428969;62547581;12116672;2029;1081;2957;"Ministério de Minas e Energia"
2008;437;4725002030;2289154879;786350942;118509712;168;138;6709;"Ministério do Desenvolvimento Agrário"
2008;438;29123434885;28451367463;196542219;77039770;466;211;632;"Ministério do Desenvolvimento Social e Combate à Fome"
2008;439;1407302149;865072532;196170723;25290533;NA;NA;2780;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2008;440;1407860822;204685444;892507913;10617856;130;117;236;"Ministério do Esporte"
2008;442;3158687104;1426282601;158143602;14591289;4554;4972;9511;"Ministério do Meio Ambiente"
2008;444;4106095291;2623121584;53647066;3484045;3032;1972;18076;"Ministério do Planejamento, Orçamento e Gestão"
2008;445;40876974466;34056365114;98032749;19103554;4637;2308;7091;"Ministério do Trabalho e Emprego"
2008;446;3026665318;546429168;2258686364;87236906;1871;1056;388;"Ministério do Turismo"
2008;523;4770861174;2605262103;1515779372;249987430;14682;5511;7513;"Presidência da República"
2008;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2008;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2008;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2008;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2008;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2008;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2008;658;6596021;6394427;12000;9583;NA;NA;NA;"Vice-Presidência da República"
2008;700;15119964134;4982875467;10977034474;2075908149;3723;3054;NA;"Ministério da Infra-Estrutura"
2008;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2008;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2008;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2009;27;2189399726;2072387449;24538735;5681682;NA;NA;9111;"AGU - Advocacia Geral da União"
2009;176;0;0;0;0;NA;NA;NA;"Controladoria Geral da União"
2009;421;9728452727;7474908729;1122352052;123468750;8995;9774;12119;"Ministério da Agricultura, Pecuária e Abastecimento"
2009;422;6599147980;4529584810;1235347517;468930757;3250;957;6931;"Ministério da Ciência e Tecnologia"
2009;423;1389828988;795719115;206370091;21735531;366;302;3157;"Ministério da Cultura"
2009;424;55286016591;48007198108;7127069716;2930756623;9704;16935;27702;"Ministério da Defesa"
2009;425;19073312961;15676749625;177041195;27870998;59702;44821;NA;"Ministério da Economia"
2009;426;45283180939;36388742028;5701161494;1231275183;128267;55646;199174;"Ministério da Educação"
2009;429;9617391666;7943512514;928114230;199724200;17948;11595;29130;"Ministério da Justiça"
2009;430;36159028;0;36158028;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2009;431;2,41e+18;2,24e+18;781788118;22747000;820;592;39006;"Ministério da Previdência Social"
2009;432;64328379880;54319012576;4263054204;353684527;43964;62304;105456;"Ministério da Saúde"
2009;433;30153614144;12986212861;14340584660;3245493845;1975;1753;604;"Ministério das Cidades"
2009;434;6546283358;1275710269;114151836;2000338;356;304;2156;"Ministério das Comunicações"
2009;435;2096962945;1735373197;54415987;41182360;2766;962;3619;"Ministério das Relações Exteriores"
2009;436;7327283033;1109764189;68885134;20661140;2154;1263;3257;"Ministério de Minas e Energia"
2009;437;4619805477;2493379271;906942273;102678352;303;162;6706;"Ministério do Desenvolvimento Agrário"
2009;438;34330823091;32961325721;319573896;103142080;524;196;661;"Ministério do Desenvolvimento Social e Combate à Fome"
2009;439;1774756062;1031792580;245653041;18410831;NA;NA;2776;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2009;440;1467016588;147294194;1031339136;4311502;199;119;304;"Ministério do Esporte"
2009;442;3523290327;1553352760;101423436;7011717;5088;4417;9481;"Ministério do Meio Ambiente"
2009;444;4723132378;3205811067;132995992;21734565;3322;1980;15538;"Ministério do Planejamento, Orçamento e Gestão"
2009;445;46253005761;41470991646;67315196;9660980;5401;3291;8837;"Ministério do Trabalho e Emprego"
2009;446;2949811567;557868582;2090875007;32398033;2049;1030;464;"Ministério do Turismo"
2009;523;6108741550;3335598891;1795182744;366317112;15090;5742;7917;"Presidência da República"
2009;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2009;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2009;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2009;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2009;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2009;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2009;658;6642977;5666945;3e+07;5793;NA;NA;NA;"Vice-Presidência da República"
2009;700;16691039013;7725403120;12558970312;4307124102;4019;3472;NA;"Ministério da Infra-Estrutura"
2009;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2009;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2009;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2010;27;2369824157;2282570545;32202223;11078475;NA;NA;7351;"AGU - Advocacia Geral da União"
2010;176;0;0;0;0;NA;NA;NA;"Controladoria Geral da União"
2010;421;9693984451;6508908905;1508666639;95205903;8671;9440;11696;"Ministério da Agricultura, Pecuária e Abastecimento"
2010;422;7878187273;5309612078;1682883483;533385411;3294;950;7192;"Ministério da Ciência e Tecnologia"
2010;423;2292155141;920332559;436228889;49887586;473;379;3774;"Ministério da Cultura"
2010;424;63371154424;55259374780;9939780964;5401018451;9591;16193;27152;"Ministério da Defesa"
2010;425;21126727842;17000687641;231653838;49620245;61067;42613;NA;"Ministério da Economia"
2010;426;58060911146;47327358112;7271410535;2642570738;158221;59954;215025;"Ministério da Educação"
2010;429;11053304431;8808372778;1304688007;216035269;19718;11484;30969;"Ministério da Justiça"
2010;430;773885765;171109400;421342081;53376213;372;224;605;"Ministério da Pesca e Aquicultura"
2010;431;2,68e+18;2,54e+18;186468950;35263914;762;679;39557;"Ministério da Previdência Social"
2010;432;69790948315;60924192394;4580980079;667007566;43687;59788;102865;"Ministério da Saúde"
2010;433;25386449382;6438981211;15184873300;3799627881;2133;1785;565;"Ministério das Cidades"
2010;434;3404772540;1412985938;92359270;5267787;470;329;2348;"Ministério das Comunicações"
2010;435;2454875566;2089697232;8,1e+09;36474174;2856;940;3727;"Ministério das Relações Exteriores"
2010;436;7377248706;1150165321;113840076;18160784;2391;1312;3353;"Ministério de Minas e Energia"
2010;437;5108776117;2631327230;1003952768;102081441;314;174;6539;"Ministério do Desenvolvimento Agrário"
2010;438;39738117581;38984810525;365917945;163712399;625;223;869;"Ministério do Desenvolvimento Social e Combate à Fome"
2010;439;1877270445;1153085920;300588571;25717671;NA;NA;3112;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2010;440;2079264662;257918944;1284528739;9185223;206;125;340;"Ministério do Esporte"
2010;442;3871481051;1818082901;94190949;15512377;5040;4661;9973;"Ministério do Meio Ambiente"
2010;444;5947054781;4640162840;120619370;65560886;4012;2041;14002;"Ministério do Planejamento, Orçamento e Gestão"
2010;445;47649711625;46004302616;53687466;6560422;5516;3257;8975;"Ministério do Trabalho e Emprego"
2010;446;4224224349;640386030;3111162217;85101412;2313;1039;444;"Ministério do Turismo"
2010;523;6283721332;3538304873;1613675437;341895512;15271;6024;7799;"Presidência da República"
2010;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2010;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2010;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2010;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2010;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2010;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2010;658;7658235;6231162;3e+07;76174;NA;NA;NA;"Vice-Presidência da República"
2010;700;21249921408;10394067077;16274300187;6676753957;4457;3753;NA;"Ministério da Infra-Estrutura"
2010;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2010;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2010;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2011;27;2442749174;2365751164;12936400;1176992;NA;NA;7621;"AGU - Advocacia Geral da União"
2011;176;0;0;0;0;NA;NA;NA;"Controladoria Geral da União"
2011;421;10106845138;6695877476;1197393293;94097919;8526;9077;11357;"Ministério da Agricultura, Pecuária e Abastecimento"
2011;422;7348653791;4578672358;1205872728;345112277;3252;899;7043;"Ministério da Ciência e Tecnologia"
2011;423;2168483220;759486890;516823037;20926487;479;376;3724;"Ministério da Cultura"
2011;424;64576589525;57224496113;7496740840;3805174710;9398;15132;25783;"Ministério da Defesa"
2011;425;21928210889;18335541502;386827756;209443373;59748;41032;NA;"Ministério da Economia"
2011;426;68388140257;53551493297;9353958285;2656516692;172944;58522;227848;"Ministério da Educação"
2011;429;12271094760;8783199081;1570853586;176153129;20173;11261;31183;"Ministério da Justiça"
2011;430;559749826;108093267;281669505;4301154;357;229;593;"Ministério da Pesca e Aquicultura"
2011;431;2,96e+18;2,81e+18;157984976;15794769;811;668;38239;"Ministério da Previdência Social"
2011;432;80873978125;70101574690;5752205868;730674040;43259;57253;99962;"Ministério da Saúde"
2011;433;29891812109;4744547644;13165690839;1529131001;2099;1721;542;"Ministério das Cidades"
2011;434;4532969945;1580117262;122521956;18173086;497;497;2383;"Ministério das Comunicações"
2011;435;2520589665;2155615828;60315000;28705204;2842;902;3670;"Ministério das Relações Exteriores"
2011;436;8162054183;1316554641;184523061;15345408;2536;1728;3596;"Ministério de Minas e Energia"
2011;437;4811194438;2496148151;1070673307;81569526;298;155;6295;"Ministério do Desenvolvimento Agrário"
2011;438;46311314202;45177098214;516782778;293878786;603;222;835;"Ministério do Desenvolvimento Social e Combate à Fome"
2011;439;1942743064;1223741295;71888039;23198521;NA;NA;3163;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2011;440;2815895925;314043064;1591011912;18390182;203;122;333;"Ministério do Esporte"
2011;442;3703330787;2049169869;165186411;24169000;4883;4212;9357;"Ministério do Meio Ambiente"
2011;444;5037006047;3726350719;42470049;2734854;4197;1862;13900;"Ministério do Planejamento, Orçamento e Gestão"
2011;445;55738243295;53308332356;92221614;11427921;5549;3170;8924;"Ministério do Trabalho e Emprego"
2011;446;3728918622;250374880;2613914832;10548993;2310;1041;502;"Ministério do Turismo"
2011;523;5673252353;3397112079;1027177461;128677776;14649;5714;6873;"Presidência da República"
2011;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2011;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2011;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2011;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2011;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2011;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2011;658;7729679;6853598;3e+07;88169;NA;NA;NA;"Vice-Presidência da República"
2011;700;22321856817;10353591784;17116207955;6079396610;4491;3676;NA;"Ministério da Infra-Estrutura"
2011;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2011;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2011;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2012;27;2509071197;2401286209;19564498;798596;NA;NA;7487;"AGU - Advocacia Geral da União"
2012;176;6999919;0;6999919;0;NA;NA;NA;"Controladoria Geral da União"
2012;421;11342500657;6707478227;1906649282;67245945;8598;8761;11314;"Ministério da Agricultura, Pecuária e Abastecimento"
2012;422;9610419387;5313924147;2320596529;357943717;3163;871;6889;"Ministério da Ciência e Tecnologia"
2012;423;3025690190;988126694;898416372;85102047;492;355;3612;"Ministério da Cultura"
2012;424;72438000180;59750154875;13928475730;5162740525;8998;14152;22988;"Ministério da Defesa"
2012;425;24439278934;18979186201;1113221946;209926858;57734;42461;NA;"Ministério da Economia"
2012;426;85179469661;62498898963;18046331566;5614315195;185272;57041;238335;"Ministério da Educação"
2012;429;13433120652;8757418698;3248597067;356818036;20998;10777;31497;"Ministério da Justiça"
2012;430;344216968;108172287;137686019;9450821;366;227;594;"Ministério da Pesca e Aquicultura"
2012;431;3,32e+18;3,16e+18;329972988;40663309;822;637;38906;"Ministério da Previdência Social"
2012;432;95903835874;78272325636;12142587347;1310363864;43140;55188;97798;"Ministério da Saúde"
2012;433;41043433785;8196559533;21004207849;2499940443;1923;1651;519;"Ministério das Cidades"
2012;434;5659737846;1485940033;185972583;4401341;473;515;2271;"Ministério das Comunicações"
2012;435;2649969128;2484578709;102461500;43604419;2831;869;3619;"Ministério das Relações Exteriores"
2012;436;8205096332;1354471932;168652198;25378631;2449;1858;3385;"Ministério de Minas e Energia"
2012;437;6988642631;2426774778;2439056936;65526631;313;158;6089;"Ministério do Desenvolvimento Agrário"
2012;438;58053341582;53855204289;1468229485;374972333;603;210;808;"Ministério do Desenvolvimento Social e Combate à Fome"
2012;439;3552213656;1476122794;265761544;53510466;NA;NA;3159;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2012;440;3633223302;401961681;2165602531;15766292;268;121;389;"Ministério do Esporte"
2012;442;3877384466;2023898810;262647759;12102800;4805;3771;8865;"Ministério do Meio Ambiente"
2012;444;6939190536;3944257702;1819083288;4292967;4733;1785;14490;"Ministério do Planejamento, Orçamento e Gestão"
2012;445;67690195669;57896420816;116716835;10740947;5403;3017;8650;"Ministério do Trabalho e Emprego"
2012;446;3495052294;295696609;2836289684;15754132;2305;1006;554;"Ministério do Turismo"
2012;523;6903958967;3641340445;1146805555;112621090;14742;5551;8437;"Presidência da República"
2012;551;1579334;0;1579334;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2012;552;753882426;0;196515760;0;NA;NA;NA;"Secretaria de Aviação Civil"
2012;557;730560;0;730560;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2012;561;24188278;0;24188278;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2012;562;5981153;0;5981153;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2012;564;615046339;0;311950001;0;NA;NA;NA;"Secretaria Nacional de Portos"
2012;658;9270498;7390782;746667;141174;NA;NA;NA;"Vice-Presidência da República"
2012;700;28348000890;9169820724;23163081844;4723282806;4328;3619;NA;"Ministério da Infra-Estrutura"
2012;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2012;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2012;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2013;27;2675202667;2562817187;5725600;1052660;NA;NA;7435;"AGU - Advocacia Geral da União"
2013;176;815962726;768466982;21576014;12499096;NA;NA;NA;"Controladoria Geral da União"
2013;421;11639957791;7244009634;1571279804;39296731;8436;8417;10668;"Ministério da Agricultura, Pecuária e Abastecimento"
2013;422;10592709774;6332157415;1649042334;328792711;3090;847;7258;"Ministério da Ciência e Tecnologia"
2013;423;3387770611;1009012354;1078491053;108049706;634;353;3775;"Ministério da Cultura"
2013;424;74392376930;64095150332;9974969558;4248670467;8759;13156;21735;"Ministério da Defesa"
2013;425;25978299434;20264877229;1129815809;159190193;60688;40313;NA;"Ministério da Economia"
2013;426;92362047862;69913265639;13770531295;2211023664;200277;53417;247961;"Ministério da Educação"
2013;429;12849894089;9213095914;2400182290;384550802;22225;10089;32063;"Ministério da Justiça"
2013;430;637355327;124455772;348563473;10047540;362;206;572;"Ministério da Pesca e Aquicultura"
2013;431;3,72e+18;3,56e+18;217920119;19731634;741;598;40285;"Ministério da Previdência Social"
2013;432;1,01e+18;83825836820;9382218737;1246894919;45193;52957;97632;"Ministério da Saúde"
2013;433;39077099290;13304299860;17264111077;2571170612;2004;1584;496;"Ministério das Cidades"
2013;434;5338799923;1630145807;156269148;8332746;525;516;2299;"Ministério das Comunicações"
2013;435;2619444587;2494945961;33944500;16648753;2785;832;3528;"Ministério das Relações Exteriores"
2013;436;11078925356;1533538318;214968724;33988706;2548;1830;3418;"Ministério de Minas e Energia"
2013;437;9655532511;3443023293;4437302953;436954313;361;162;6222;"Ministério do Desenvolvimento Agrário"
2013;438;65114037322;60300380622;1008141861;58001302;830;195;1006;"Ministério do Desenvolvimento Social e Combate à Fome"
2013;439;2851910391;1484954210;241943850;58294114;NA;NA;3244;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2013;440;4173961187;413457944;2836998989;38263601;314;124;441;"Ministério do Esporte"
2013;442;4695275887;2252969280;196461868;26149758;4930;3698;8884;"Ministério do Meio Ambiente"
2013;444;7858043093;4656202950;252976510;45849851;4682;1677;14369;"Ministério do Planejamento, Orçamento e Gestão"
2013;445;70629978975;64786547212;97529095;5348359;5239;2882;8333;"Ministério do Trabalho e Emprego"
2013;446;3641532245;272437681;3160667852;13919457;2306;999;514;"Ministério do Turismo"
2013;523;2305247958;1557860703;129311340;13034154;15203;5593;9113;"Presidência da República"
2013;551;357389882;318693096;4188000;759194;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2013;552;4243180194;1853506401;433475907;71521620;NA;NA;NA;"Secretaria de Aviação Civil"
2013;557;56138942;26551931;7811536;489563;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2013;561;366831151;99643344;122121919;1798658;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2013;562;208555722;46355668;84094460;15666849;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2013;564;1079608270;183015094;341590831;1249439;NA;NA;NA;"Secretaria Nacional de Portos"
2013;658;10289470;8125091;2e+07;87139;NA;NA;NA;"Vice-Presidência da República"
2013;700;21124197377;9079670547;15181987707;4369416370;4839;3816;NA;"Ministério da Infra-Estrutura"
2013;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2013;751;116547422;7604607;19595000;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2013;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2014;27;2870599245;2735599399;31600000;6556551;NA;NA;9197;"AGU - Advocacia Geral da União"
2014;176;848787129;814493214;12983391;3294109;NA;NA;NA;"Controladoria Geral da União"
2014;421;11470023474;7652170803;1394648698;114615590;8610;8255;11082;"Ministério da Agricultura, Pecuária e Abastecimento"
2014;422;10215851696;6630474529;1321750072;326320821;2778;1026;6887;"Ministério da Ciência e Tecnologia"
2014;423;3327434400;1054817413;510507202;30968628;654;373;3851;"Ministério da Cultura"
2014;424;80961206895;70877260931;9764000107;4791982106;8111;13266;21080;"Ministério da Defesa"
2014;425;28568603844;20521317778;973047456;157995280;61104;39228;NA;"Ministério da Economia"
2014;426;1,01e+18;79730860685;14497899431;2608328317;220707;51961;270024;"Ministério da Educação"
2014;429;12756351338;9224181566;1871913311;122254675;23479;9861;32897;"Ministério da Justiça"
2014;430;431885901;124926390;191669164;4268501;345;191;531;"Ministério da Pesca e Aquicultura"
2014;431;4,16e+18;3,92e+18;148575538;76750933;730;566;39205;"Ministério da Previdência Social"
2014;432;1,08e+18;94107630692;9444750766;1481059029;48989;51674;99751;"Ministério da Saúde"
2014;433;38403488402;17564052623;15762189024;2585188234;2120;1593;437;"Ministério das Cidades"
2014;434;13099967863;1898721950;129127111;4295259;512;505;2404;"Ministério das Comunicações"
2014;435;2680771277;2669999494;32121266;26471477;2770;799;3451;"Ministério das Relações Exteriores"
2014;436;5010696034;1617630990;148296897;17412151;2575;1795;4202;"Ministério de Minas e Energia"
2014;437;5622126874;3051469168;782867867;54475761;442;182;5946;"Ministério do Desenvolvimento Agrário"
2014;438;71291877788;67177797342;806726374;208661896;794;170;862;"Ministério do Desenvolvimento Social e Combate à Fome"
2014;439;2827574436;1650566872;174909022;35272446;NA;NA;3410;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2014;440;3349128330;843573951;2290062356;418869468;342;141;459;"Ministério do Esporte"
2014;442;3316215388;2410630337;201593570;23653869;4975;3835;8914;"Ministério do Meio Ambiente"
2014;444;6319790482;4572349977;193652315;5298456;4667;1588;16582;"Ministério do Planejamento, Orçamento e Gestão"
2014;445;77070781638;70651940769;114044149;11302427;5260;2942;8338;"Ministério do Trabalho e Emprego"
2014;446;1622486104;244981149;1195143609;18601689;2493;946;503;"Ministério do Turismo"
2014;523;2202537812;1728149346;100702250;15787695;15145;5613;9151;"Presidência da República"
2014;551;354456906;325768107;5987000;362647;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2014;552;4251072417;1873037918;704070693;101438389;NA;NA;NA;"Secretaria de Aviação Civil"
2014;557;57718698;21350166;11693429;360802;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2014;561;325685270;113328342;126046503;14431340;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2014;562;219229726;73099258;84846880;11690890;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2014;564;1523347041;216658040;567395552;30596842;NA;NA;NA;"Secretaria Nacional de Portos"
2014;658;11010229;9030863;250000;187268;NA;NA;NA;"Vice-Presidência da República"
2014;700;21730763598;9998181329;16305813264;5225165065;4830;3658;NA;"Ministério da Infra-Estrutura"
2014;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2014;751;87152148;51403292;12866679;3838757;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2014;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2015;27;3250639541;3049862399;72375680;458891;NA;NA;NA;"AGU - Advocacia Geral da União"
2015;176;904573152;861686181;15653019;1965143;NA;NA;NA;"Controladoria Geral da União"
2015;421;12489910095;7970717552;1530230382;22968801;8412;7829;10774;"Ministério da Agricultura, Pecuária e Abastecimento"
2015;422;10084697771;5819261618;969523151;120919501;2772;1059;6652;"Ministério da Ciência e Tecnologia"
2015;423;3364096163;1014871065;380554371;37790855;641;338;3832;"Ministério da Cultura"
2015;424;87950435439;73843568577;11194605080;2468023908;8145;12528;20384;"Ministério da Defesa"
2015;425;32543619556;22085795511;807073576;184851828;59795;37774;NA;"Ministério da Economia"
2015;426;1,1e+18;86019861161;13163047445;1363970692;238501;42851;278444;"Ministério da Educação"
2015;429;13484627648;9962542811;1715859306;62476408;23416;9199;32156;"Ministério da Justiça"
2015;430;774623177;104017982;439111063;651129;254;122;371;"Ministério da Pesca e Aquicultura"
2015;431;4,55e+18;4,28e+18;43218871;12957771;757;533;37924;"Ministério da Previdência Social"
2015;432;1,21e+18;1,02e+18;10286884924;1125731606;51751;49710;100806;"Ministério da Saúde"
2015;433;46296858282;20517718547;16106518426;1472035261;2070;1515;432;"Ministério das Cidades"
2015;434;11203057174;1942289092;81113931;1705344;503;485;2440;"Ministério das Comunicações"
2015;435;3375592276;3397099674;69494042;18588495;2707;752;3353;"Ministério das Relações Exteriores"
2015;436;4532093237;2387437599;141187688;15330485;2565;1786;4196;"Ministério de Minas e Energia"
2015;437;6118401247;2967991783;1091378072;14967701;467;157;5641;"Ministério do Desenvolvimento Agrário"
2015;438;75418639201;70065267417;422690964;22604510;782;162;834;"Ministério do Desenvolvimento Social e Combate à Fome"
2015;439;3352701600;1800639382;282283025;7254664;NA;NA;3236;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2015;440;3473526867;663037557;2578877661;260245934;335;132;444;"Ministério do Esporte"
2015;442;3331061237;2484340581;162166571;14166576;4803;3717;8639;"Ministério do Meio Ambiente"
2015;444;5545657045;4795297373;48337410;6949448;4577;1793;28056;"Ministério do Planejamento, Orçamento e Gestão"
2015;445;86683256512;82031906077;146429031;9547003;5002;2810;7971;"Ministério do Trabalho e Emprego"
2015;446;2067231552;195301597;1559138681;2853911;2524;907;469;"Ministério do Turismo"
2015;523;2509946649;1738938332;82487650;5977127;15156;5499;18493;"Presidência da República"
2015;551;359657989;329529483;2117941;543568;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2015;552;5535878014;2108566188;482033650;53184105;NA;NA;NA;"Secretaria de Aviação Civil"
2015;557;76703049;17934068;13697069;14335;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2015;561;407373624;89554840;182844380;647000;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2015;562;266413888;71194340;109025905;18214493;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2015;564;1119008932;284762007;454969974;3699739;NA;NA;NA;"Secretaria Nacional de Portos"
2015;658;12315056;9963579;580000;86094;NA;NA;NA;"Vice-Presidência da República"
2015;700;19083215035;7122987870;12917391607;1968974729;4847;3562;NA;"Ministério da Infra-Estrutura"
2015;750;0;0;0;0;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2015;751;99057930;46435576;16690998;2391541;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2015;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2016;27;3438675497;3330347653;10048329;273470;NA;NA;NA;"AGU - Advocacia Geral da União"
2016;176;934831353;891469655;16847496;3109760;NA;NA;NA;"Controladoria Geral da União"
2016;421;12813238300;8845330281;876561969;115090076;8286;7572;10620;"Ministério da Agricultura, Pecuária e Abastecimento"
2016;422;9271969654;5995707643;676962735;266868272;2682;1034;8654;"Ministério da Ciência e Tecnologia"
2016;423;2587463803;1114839004;204649996;68894971;537;263;3536;"Ministério da Cultura"
2016;424;86435912282;79740762836;7313613463;4519726458;7600;12115;19435;"Ministério da Defesa"
2016;425;26522889223;21930624178;516181531;183313173;58760;36986;NA;"Ministério da Economia"
2016;426;1,06e+18;90683711320;6348185576;1685099241;252488;38750;288314;"Ministério da Educação"
2016;429;15750019143;11972693039;2600819143;1193081641;24351;8856;32777;"Ministério da Justiça"
2016;430;0;0;0;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2016;431;0;0;0;0;727;516;36709;"Ministério da Previdência Social"
2016;432;1,21e+18;1,09e+18;6769116206;2023832202;54767;48173;102314;"Ministério da Saúde"
2016;433;20926884959;12743653932;8700953030;2247067026;1998;1454;392;"Ministério das Cidades"
2016;434;6642511995;2329753568;40824850;4860644;NA;NA;NA;"Ministério das Comunicações"
2016;435;3558524635;2974176983;52934401;20156945;2697;718;3321;"Ministério das Relações Exteriores"
2016;436;8321866339;5426842788;100611047;33209922;2496;1747;4101;"Ministério de Minas e Energia"
2016;437;4096221902;3130297046;370546401;81911930;365;109;5266;"Ministério do Desenvolvimento Agrário"
