"ano";"id_org_unica";"dotacao_atual_total";"pago_total";"dotacao_atual_invest";"pago_invest";"servidores_superior";"servidores_naosup";"forca_trabalho";"org_limpo"
2016;438;81090014180;78590768606;258974908;101352515;722;146;768;"Ministério do Desenvolvimento Social e Combate à Fome"
2016;439;3080638022;1715761515;249726809;7489654;NA;NA;3190;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2016;440;1740685964;483241806;1023616523;205383427;285;101;367;"Ministério do Esporte"
2016;442;3137805790;2619154559;108486248;4031045;4854;2705;7709;"Ministério do Meio Ambiente"
2016;444;6210137332;5312055898;118366566;10786472;4782;1669;28803;"Ministério do Planejamento, Orçamento e Gestão"
2016;445;6,09e+18;5,89e+18;140982714;28438938;4925;2695;7762;"Ministério do Trabalho e Emprego"
2016;446;1054310429;212831095;691445767;3877533;2455;849;416;"Ministério do Turismo"
2016;523;2567420208;1910504844;40302899;12838096;15170;5529;17437;"Presidência da República"
2016;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2016;552;19215236816;2421417962;217572028;16778145;NA;NA;NA;"Secretaria de Aviação Civil"
2016;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2016;561;0;121682;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2016;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2016;564;988446871;333181350;471413781;32171814;NA;NA;NA;"Secretaria Nacional de Portos"
2016;658;11168214;7326897;500260;3249;NA;NA;NA;"Vice-Presidência da República"
2016;700;13977448475;8909163446;8167761981;3557165552;4779;3433;NA;"Ministério da Infra-Estrutura"
2016;750;451452712;190833241;82375998;2672976;NA;NA;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2016;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2016;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2017;27;3637802055;3503471125;23921897;690526;NA;NA;NA;"AGU - Advocacia Geral da União"
2017;176;1023771647;966258197;11084782;2966852;2084;267;NA;"Controladoria Geral da União"
2017;421;12416655581;9534358802;1080309183;52473376;7727;7117;NA;"Ministério da Agricultura, Pecuária e Abastecimento"
2017;422;14954716524;8092391439;850473116;380362954;2555;965;NA;"Ministério da Ciência e Tecnologia"
2017;423;2647913077;1200838601;234113246;82911059;552;250;NA;"Ministério da Cultura"
2017;424;94987261952;87625639492;8870095530;5884596238;7295;11349;NA;"Ministério da Defesa"
2017;425;28247924127;25180485823;589529454;232501906;58886;37417;NA;"Ministério da Economia"
2017;426;1,11e+18;96611127215;6116785878;1161387017;261824;35247;NA;"Ministério da Educação"
2017;429;17066014731;13093874951;2292861021;538756730;23767;8316;NA;"Ministério da Justiça"
2017;430;0;0;0;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2017;431;0;0;0;0;NA;NA;NA;"Ministério da Previdência Social"
2017;432;1,3e+18;1,12e+18;8216962892;922360567;57971;45796;NA;"Ministério da Saúde"
2017;433;19936787801;10029329148;10384142082;2452710689;1926;1365;NA;"Ministério das Cidades"
2017;434;0;0;0;0;NA;NA;NA;"Ministério das Comunicações"
2017;435;3196688847;3110151196;47700711;23406368;2696;663;NA;"Ministério das Relações Exteriores"
2017;436;4001715662;2705513818;69935550;6887364;2489;1690;NA;"Ministério de Minas e Energia"
2017;437;0;0;0;0;NA;NA;NA;"Ministério do Desenvolvimento Agrário"
2017;438;6,63e+18;6,42e+18;300561973;25682818;1040;302;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
2017;439;2715816968;1779400105;73625277;15900523;NA;NA;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2017;440;1577127013;320000675;908835102;112498365;183;75;NA;"Ministério do Esporte"
2017;442;3926652505;3009084787;197389726;27944609;4816;2219;NA;"Ministério do Meio Ambiente"
2017;444;7335093981;6052159378;135840879;58789158;4805;1556;NA;"Ministério do Planejamento, Orçamento e Gestão"
2017;445;86446117261;77888666875;94782384;27460249;4693;2584;NA;"Ministério do Trabalho e Emprego"
2017;446;986213262;205096946;671211594;16038631;2415;824;NA;"Ministério do Turismo"
2017;523;6944147530;4642029571;605163745;56967053;13314;4970;NA;"Presidência da República"
2017;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2017;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2017;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2017;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2017;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2017;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2017;658;7013455;902506;168123;0;NA;NA;NA;"Vice-Presidência da República"
2017;700;26124487611;14657779043;10003831064;5562804953;4961;3424;NA;"Ministério da Infra-Estrutura"
2017;750;0;0;0;0;177;56;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2017;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2017;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2018;27;3930824888;3497391752;21662069;1334246;NA;NA;NA;"AGU - Advocacia Geral da União"
2018;176;1082654205;954904898;14000725;5253477;2061;240;NA;"Controladoria Geral da União"
2018;421;12172996402;8827544279;1218035443;106022543;7914;6564;NA;"Ministério da Agricultura, Pecuária e Abastecimento"
2018;422;12345225985;8227748385;573706447;287475256;2512;923;NA;"Ministério da Ciência e Tecnologia"
2018;423;2618581906;1167182603;217984471;100595011;524;231;NA;"Ministério da Cultura"
2018;424;1,05e+18;91686035922;8539147252;6115234113;7203;10538;NA;"Ministério da Defesa"
2018;425;30854153933;25401011383;467059175;178511926;57343;36229;NA;"Ministério da Economia"
2018;426;1,12e+17;98161637160;4322191693;1621864747;269125;31732;NA;"Ministério da Educação"
2018;429;16814108168;12356004694;1799567408;214831311;23692;7839;NA;"Ministério da Justiça"
2018;430;0;0;0;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2018;431;0;0;0;0;NA;NA;NA;"Ministério da Previdência Social"
2018;432;1,32e+18;1,17e+16;5416571103;1975694305;58374;43337;NA;"Ministério da Saúde"
2018;433;18540207729;10378661081;8393041914;2146673589;1862;1278;NA;"Ministério das Cidades"
2018;434;0;0;0;0;NA;NA;NA;"Ministério das Comunicações"
2018;435;3678850884;3481107440;76910125;45765601;2685;635;NA;"Ministério das Relações Exteriores"
2018;436;15461092392;7517143198;101741924;18571172;2418;1641;NA;"Ministério de Minas e Energia"
2018;437;0;0;0;0;NA;NA;NA;"Ministério do Desenvolvimento Agrário"
2018;438;6,96e+18;6,55e+18;477642533;158323010;1063;290;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
2018;439;2786751355;2175360088;42285800;9118716;NA;NA;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2018;440;1381518571;273389145;798545102;56739419;186;64;NA;"Ministério do Esporte"
2018;442;3379813136;2564001689;102085005;28200928;4698;2403;NA;"Ministério do Meio Ambiente"
2018;444;7736455726;5796060044;88416297;20685038;4741;1488;NA;"Ministério do Planejamento, Orçamento e Gestão"
2018;445;84001509692;78475811483;55202550;6526485;4521;2418;NA;"Ministério do Trabalho e Emprego"
2018;446;1246779682;235243340;961791666;17890336;2337;767;NA;"Ministério do Turismo"
2018;523;8242857622;4947141003;1442719178;213971903;13896;5018;NA;"Presidência da República"
2018;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2018;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2018;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2018;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2018;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2018;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2018;658;3660568;1220053;105621;0;NA;NA;NA;"Vice-Presidência da República"
2018;700;20035633212;12249926243;8428047373;5344537698;4885;3338;NA;"Ministério da Infra-Estrutura"
2018;750;494208367;264092828;159099187;61921080;306;102;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2018;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2018;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2019;27;4066944825;3600634505;16821797;442511;NA;NA;NA;"AGU - Advocacia Geral da União"
2019;176;1142790180;1006400325;21167516;4180395;2037;217;NA;"Controladoria Geral da União"
2019;421;17837634971;12904693589;1752931340;35199184;7801;5105;NA;"Ministério da Agricultura, Pecuária e Abastecimento"
2019;422;13909133639;7661043463;459628457;236711182;2408;848;NA;"Ministério da Ciência e Tecnologia"
2019;423;0;0;0;0;NA;NA;NA;"Ministério da Cultura"
2019;424;1,15e+18;1,01e+17;8135320946;5544210205;6536;9207;NA;"Ministério da Defesa"
2019;425;7,73e+18;7,22e+18;851607828;203683556;61491;35017;NA;"Ministério da Economia"
2019;426;1,24e+18;1,01e+18;5881335448;836128009;272632;27411;NA;"Ministério da Educação"
2019;429;18546428199;12999760782;2748115868;375246720;23802;7355;NA;"Ministério da Justiça"
2019;430;0;0;0;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2019;431;0;0;0;0;NA;NA;NA;"Ministério da Previdência Social"
2019;432;1,38e+18;1,24e+18;4506624961;1179557218;62266;36770;NA;"Ministério da Saúde"
2019;433;18958684391;10691594811;9408593370;2139219093;1707;1018;NA;"Ministério das Cidades"
2019;434;0;0;0;0;NA;NA;NA;"Ministério das Comunicações"
2019;435;3994449554;3586822883;67467000;39596758;2620;553;NA;"Ministério das Relações Exteriores"
2019;436;43623193759;38232590440;179358994;34086238;2425;1525;NA;"Ministério de Minas e Energia"
2019;437;0;0;0;0;NA;NA;NA;"Ministério do Desenvolvimento Agrário"
2019;438;1,02e+18;95369508509;1070427055;143396025;1256;391;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
2019;439;0;0;0;0;NA;NA;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2019;440;0;0;0;0;NA;NA;NA;"Ministério do Esporte"
2019;442;3626450439;2392841139;151358006;9890475;4258;2010;NA;"Ministério do Meio Ambiente"
2019;444;0;253;0;0;NA;NA;NA;"Ministério do Planejamento, Orçamento e Gestão"
2019;445;0;0;0;0;NA;NA;NA;"Ministério do Trabalho e Emprego"
2019;446;935617833;177042391;607554564;1938674;2390;698;NA;"Ministério do Turismo"
2019;523;2401790772;1755913696;66755533;8456965;13183;4543;NA;"Presidência da República"
2019;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2019;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2019;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2019;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2019;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2019;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2019;658;19251155;14618158;785856;715817;NA;NA;NA;"Vice-Presidência da República"
2019;700;21114197720;11952260695;7702299595;4773912572;4615;2888;NA;"Ministério da Infra-Estrutura"
2019;750;610446878;213271855;173293093;34360894;378;81;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2019;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2019;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
2020;27;4075577557;3655138507;20754634;127484;NA;NA;NA;"AGU - Advocacia Geral da União"
2020;176;1149166257;1034224350;19709525;3346831;2017;216;NA;"Controladoria Geral da União"
2020;421;17292155290;12494196554;1745421797;40029557;7589;4561;NA;"Ministério da Agricultura, Pecuária e Abastecimento"
2020;422;13604870061;6984365336;503984115;254150011;2370;815;NA;"Ministério da Ciência e Tecnologia"
2020;423;0;0;0;0;NA;NA;NA;"Ministério da Cultura"
2020;424;1,16e+18;1e+18;7726418312;5858564623;6352;8403;NA;"Ministério da Defesa"
2020;425;8,8e+18;7,87e+18;597109010;169327297;61838;34479;NA;"Ministério da Economia"
2020;426;1,19e+18;99444843487;4351657589;1121549216;269796;24823;NA;"Ministério da Educação"
2020;429;19281885360;14591430391;2985675016;1086689626;25985;6452;NA;"Ministério da Justiça"
2020;430;0;0;0;0;NA;NA;NA;"Ministério da Pesca e Aquicultura"
2020;431;0;0;0;0;NA;NA;NA;"Ministério da Previdência Social"
2020;432;1,98e+18;1,6e+18;6160946348;3212149464;63639;33281;NA;"Ministério da Saúde"
2020;433;19501005933;9107596968;11886431604;2752398682;1736;950;NA;"Ministério das Cidades"
2020;434;0;0;0;0;NA;NA;NA;"Ministério das Comunicações"
2020;435;4529619252;4173880035;24934124;12964497;2644;530;NA;"Ministério das Relações Exteriores"
2020;436;7978833355;4819454138;121624950;37204409;2403;1461;NA;"Ministério de Minas e Energia"
2020;437;0;0;0;0;NA;NA;NA;"Ministério do Desenvolvimento Agrário"
2020;438;4,15e+18;3,79e+17;650378883;89741537;818;191;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
2020;439;0;0;0;0;NA;NA;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
2020;440;0;0;0;0;NA;NA;NA;"Ministério do Esporte"
2020;442;2963154740;2163255380;72037340;2599567;4240;2936;NA;"Ministério do Meio Ambiente"
2020;444;0;0;0;0;NA;NA;NA;"Ministério do Planejamento, Orçamento e Gestão"
2020;445;0;0;0;0;NA;NA;NA;"Ministério do Trabalho e Emprego"
2020;446;2176069758;646995357;868417269;22592925;2703;864;NA;"Ministério do Turismo"
2020;523;2361960063;1756157388;109724409;7376422;13148;4398;NA;"Presidência da República"
2020;551;0;0;0;0;NA;NA;NA;"Secretaria de Assuntos Estratégicos"
2020;552;0;0;0;0;NA;NA;NA;"Secretaria de Aviação Civil"
2020;557;0;0;0;0;NA;NA;NA;"Secretaria de Políticas de Promoção da Igualdade Racial"
2020;561;0;0;0;0;NA;NA;NA;"Secretaria Especial de Direitos Humanos"
2020;562;0;0;0;0;NA;NA;NA;"Secretaria Especial de Políticas para as Mulheres"
2020;564;0;0;0;0;NA;NA;NA;"Secretaria Nacional de Portos"
2020;658;16684566;12058768;1094250;407771;NA;NA;NA;"Vice-Presidência da República"
2020;700;22590072422;10559612835;8450015694;5133576388;4585;2787;NA;"Ministério da Infra-Estrutura"
2020;750;852839736;396766535;161534616;7122974;392;73;NA;"Ministério da Mulher, da Família e dos Direitos Humanos"
2020;751;0;0;0;0;NA;NA;NA;"Secretaria Especial da Micro e Pequena Empresa"
2020;752;0;0;0;0;NA;NA;NA;"Ministério da Segurança Pública"
1999;421;NA;NA;NA;NA;5830;11109;10771;"Ministério da Agricultura, Pecuária e Abastecimento"
1999;422;NA;NA;NA;NA;1602;2285;6875;"Ministério da Ciência e Tecnologia"
1999;423;NA;NA;NA;NA;158;219;2585;"Ministério da Cultura"
1999;424;NA;NA;NA;NA;5862;26353;32031;"Ministério da Defesa"
1999;425;NA;NA;NA;NA;42083;61745;NA;"Ministério da Economia"
1999;426;NA;NA;NA;NA;75279;79696;165510;"Ministério da Educação"
1999;429;NA;NA;NA;NA;7536;15912;23113;"Ministério da Justiça"
1999;431;NA;NA;NA;NA;534;809;41566;"Ministério da Previdência Social"
1999;432;NA;NA;NA;NA;39640;72534;110804;"Ministério da Saúde"
1999;433;NA;NA;NA;NA;1022;2028;NA;"Ministério das Cidades"
1999;434;NA;NA;NA;NA;355;739;1657;"Ministério das Comunicações"
1999;435;NA;NA;NA;NA;1991;1203;3051;"Ministério das Relações Exteriores"
1999;436;NA;NA;NA;NA;1092;1004;1872;"Ministério de Minas e Energia"
1999;438;NA;NA;NA;NA;24;17;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
1999;440;NA;NA;NA;NA;88;116;185;"Ministério do Esporte"
1999;442;NA;NA;NA;NA;2155;3762;8024;"Ministério do Meio Ambiente"
1999;444;NA;NA;NA;NA;1983;1925;13164;"Ministério do Planejamento, Orçamento e Gestão"
1999;445;NA;NA;NA;NA;4452;3242;7863;"Ministério do Trabalho e Emprego"
1999;446;NA;NA;NA;NA;1202;1323;NA;"Ministério do Turismo"
1999;523;NA;NA;NA;NA;2695;4388;2519;"Presidência da República"
1999;700;NA;NA;NA;NA;1586;3115;NA;"Ministério da Infra-Estrutura"
NA;439;NA;NA;NA;NA;0;0;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
1997;523;NA;NA;NA;NA;NA;NA;5370;"Presidência da República"
1998;523;NA;NA;NA;NA;NA;NA;5401;"Presidência da República"
1997;27;NA;NA;NA;NA;NA;NA;16;"AGU - Advocacia Geral da União"
1998;27;NA;NA;NA;NA;NA;NA;2068;"AGU - Advocacia Geral da União"
1999;27;NA;NA;NA;NA;NA;NA;2196;"AGU - Advocacia Geral da União"
1997;421;NA;NA;NA;NA;NA;NA;11703;"Ministério da Agricultura, Pecuária e Abastecimento"
1998;421;NA;NA;NA;NA;NA;NA;11151;"Ministério da Agricultura, Pecuária e Abastecimento"
1997;433;NA;NA;NA;NA;NA;NA;NA;"Ministério das Cidades"
1998;433;NA;NA;NA;NA;NA;NA;NA;"Ministério das Cidades"
1997;422;NA;NA;NA;NA;NA;NA;4571;"Ministério da Ciência e Tecnologia"
1998;422;NA;NA;NA;NA;NA;NA;4355;"Ministério da Ciência e Tecnologia"
1997;434;NA;NA;NA;NA;NA;NA;1313;"Ministério das Comunicações"
1998;434;NA;NA;NA;NA;NA;NA;1322;"Ministério das Comunicações"
1997;423;NA;NA;NA;NA;NA;NA;2844;"Ministério da Cultura"
1998;423;NA;NA;NA;NA;NA;NA;2695;"Ministério da Cultura"
1997;424;NA;NA;NA;NA;NA;NA;35362;"Ministério da Defesa"
1998;424;NA;NA;NA;NA;NA;NA;33901;"Ministério da Defesa"
1997;437;NA;NA;NA;NA;NA;NA;6267;"Ministério do Desenvolvimento Agrário"
1998;437;NA;NA;NA;NA;NA;NA;6004;"Ministério do Desenvolvimento Agrário"
1999;437;NA;NA;NA;NA;NA;NA;5798;"Ministério do Desenvolvimento Agrário"
1997;438;NA;NA;NA;NA;NA;NA;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
1998;438;NA;NA;NA;NA;NA;NA;NA;"Ministério do Desenvolvimento Social e Combate à Fome"
1997;439;NA;NA;NA;NA;NA;NA;2411;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
1998;439;NA;NA;NA;NA;NA;NA;2335;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
1999;439;NA;NA;NA;NA;NA;NA;2580;"Ministério do Desenvolvimento, Indústria e Comércio Exterior"
1997;426;NA;NA;NA;NA;NA;NA;174966;"Ministério da Educação"
1998;426;NA;NA;NA;NA;NA;NA;168403;"Ministério da Educação"
1997;440;NA;NA;NA;NA;NA;NA;169;"Ministério do Esporte"
1998;440;NA;NA;NA;NA;NA;NA;159;"Ministério do Esporte"
1997;427;NA;NA;NA;NA;NA;NA;26207;"Ministério da Fazenda"
1998;427;NA;NA;NA;NA;NA;NA;28080;"Ministério da Fazenda"
1999;427;NA;NA;NA;NA;NA;NA;26958;"Ministério da Fazenda"
2000;427;NA;NA;NA;NA;NA;NA;25331;"Ministério da Fazenda"
2001;427;NA;NA;NA;NA;NA;NA;26098;"Ministério da Fazenda"
2002;427;NA;NA;NA;NA;NA;NA;26297;"Ministério da Fazenda"
2003;427;NA;NA;NA;NA;NA;NA;25622;"Ministério da Fazenda"
2004;427;NA;NA;NA;NA;NA;NA;26098;"Ministério da Fazenda"
2005;427;NA;NA;NA;NA;NA;NA;26404;"Ministério da Fazenda"
2006;427;NA;NA;NA;NA;NA;NA;28672;"Ministério da Fazenda"
2007;427;NA;NA;NA;NA;NA;NA;33233;"Ministério da Fazenda"
2008;427;NA;NA;NA;NA;NA;NA;33033;"Ministério da Fazenda"
2009;427;NA;NA;NA;NA;NA;NA;34301;"Ministério da Fazenda"
2010;427;NA;NA;NA;NA;NA;NA;35380;"Ministério da Fazenda"
2011;427;NA;NA;NA;NA;NA;NA;34348;"Ministério da Fazenda"
2012;427;NA;NA;NA;NA;NA;NA;33292;"Ministério da Fazenda"
2013;427;NA;NA;NA;NA;NA;NA;33228;"Ministério da Fazenda"
2014;427;NA;NA;NA;NA;NA;NA;33075;"Ministério da Fazenda"
2015;427;NA;NA;NA;NA;NA;NA;32673;"Ministério da Fazenda"
2016;427;NA;NA;NA;NA;NA;NA;31857;"Ministério da Fazenda"
1997;428;NA;NA;NA;NA;NA;NA;NA;"Ministério da Integração Nacional"
1998;428;NA;NA;NA;NA;NA;NA;NA;"Ministério da Integração Nacional"
1999;428;NA;NA;NA;NA;NA;NA;184;"Ministério da Integração Nacional"
2000;428;NA;NA;NA;NA;NA;NA;3905;"Ministério da Integração Nacional"
2001;428;NA;NA;NA;NA;NA;NA;2480;"Ministério da Integração Nacional"
2002;428;NA;NA;NA;NA;NA;NA;2537;"Ministério da Integração Nacional"
2003;428;NA;NA;NA;NA;NA;NA;2469;"Ministério da Integração Nacional"
2004;428;NA;NA;NA;NA;NA;NA;2764;"Ministério da Integração Nacional"
2005;428;NA;NA;NA;NA;NA;NA;2674;"Ministério da Integração Nacional"
2006;428;NA;NA;NA;NA;NA;NA;2667;"Ministério da Integração Nacional"
2007;428;NA;NA;NA;NA;NA;NA;2719;"Ministério da Integração Nacional"
2008;428;NA;NA;NA;NA;NA;NA;2759;"Ministério da Integração Nacional"
2009;428;NA;NA;NA;NA;NA;NA;2793;"Ministério da Integração Nacional"
2010;428;NA;NA;NA;NA;NA;NA;3060;"Ministério da Integração Nacional"
2011;428;NA;NA;NA;NA;NA;NA;2962;"Ministério da Integração Nacional"
2012;428;NA;NA;NA;NA;NA;NA;2871;"Ministério da Integração Nacional"
2013;428;NA;NA;NA;NA;NA;NA;2930;"Ministério da Integração Nacional"
2014;428;NA;NA;NA;NA;NA;NA;2798;"Ministério da Integração Nacional"
2015;428;NA;NA;NA;NA;NA;NA;2675;"Ministério da Integração Nacional"
2016;428;NA;NA;NA;NA;NA;NA;2571;"Ministério da Integração Nacional"
1997;429;NA;NA;NA;NA;NA;NA;23261;"Ministério da Justiça"
1998;429;NA;NA;NA;NA;NA;NA;22490;"Ministério da Justiça"
1997;442;NA;NA;NA;NA;NA;NA;8609;"Ministério do Meio Ambiente"
1998;442;NA;NA;NA;NA;NA;NA;8322;"Ministério do Meio Ambiente"
1997;436;NA;NA;NA;NA;NA;NA;2000;"Ministério de Minas e Energia"
1998;436;NA;NA;NA;NA;NA;NA;2030;"Ministério de Minas e Energia"
1997;444;NA;NA;NA;NA;NA;NA;16072;"Ministério do Planejamento, Orçamento e Gestão"
1998;444;NA;NA;NA;NA;NA;NA;14088;"Ministério do Planejamento, Orçamento e Gestão"
1997;430;NA;NA;NA;NA;NA;NA;NA;"Ministério da Pesca e Aquicultura"
1998;430;NA;NA;NA;NA;NA;NA;NA;"Ministério da Pesca e Aquicultura"
1999;430;NA;NA;NA;NA;NA;NA;NA;"Ministério da Pesca e Aquicultura"
1997;431;NA;NA;NA;NA;NA;NA;45718;"Ministério da Previdência Social"
1998;431;NA;NA;NA;NA;NA;NA;43789;"Ministério da Previdência Social"
1997;435;NA;NA;NA;NA;NA;NA;3099;"Ministério das Relações Exteriores"
1998;435;NA;NA;NA;NA;NA;NA;3140;"Ministério das Relações Exteriores"
1997;432;NA;NA;NA;NA;NA;NA;123159;"Ministério da Saúde"
1998;432;NA;NA;NA;NA;NA;NA;116862;"Ministério da Saúde"
1997;445;NA;NA;NA;NA;NA;NA;8126;"Ministério do Trabalho e Emprego"
1998;445;NA;NA;NA;NA;NA;NA;7810;"Ministério do Trabalho e Emprego"
1997;447;NA;NA;NA;NA;NA;NA;5235;"Ministério dos Transportes"
1998;447;NA;NA;NA;NA;NA;NA;4742;"Ministério dos Transportes"
1999;447;NA;NA;NA;NA;NA;NA;4504;"Ministério dos Transportes"
2000;447;NA;NA;NA;NA;NA;NA;4795;"Ministério dos Transportes"
2001;447;NA;NA;NA;NA;NA;NA;4724;"Ministério dos Transportes"
2002;447;NA;NA;NA;NA;NA;NA;4882;"Ministério dos Transportes"
2003;447;NA;NA;NA;NA;NA;NA;3878;"Ministério dos Transportes"
2004;447;NA;NA;NA;NA;NA;NA;4348;"Ministério dos Transportes"
2005;447;NA;NA;NA;NA;NA;NA;4651;"Ministério dos Transportes"
2006;447;NA;NA;NA;NA;NA;NA;5337;"Ministério dos Transportes"
2007;447;NA;NA;NA;NA;NA;NA;5454;"Ministério dos Transportes"
2008;447;NA;NA;NA;NA;NA;NA;5254;"Ministério dos Transportes"
2009;447;NA;NA;NA;NA;NA;NA;5895;"Ministério dos Transportes"
2010;447;NA;NA;NA;NA;NA;NA;6140;"Ministério dos Transportes"
2011;447;NA;NA;NA;NA;NA;NA;6136;"Ministério dos Transportes"
2012;447;NA;NA;NA;NA;NA;NA;6002;"Ministério dos Transportes"
2013;447;NA;NA;NA;NA;NA;NA;6264;"Ministério dos Transportes"
2014;447;NA;NA;NA;NA;NA;NA;6434;"Ministério dos Transportes"
2015;447;NA;NA;NA;NA;NA;NA;6251;"Ministério dos Transportes"
2016;447;NA;NA;NA;NA;NA;NA;6037;"Ministério dos Transportes"
1997;446;NA;NA;NA;NA;NA;NA;NA;"Ministério do Turismo"
1998;446;NA;NA;NA;NA;NA;NA;NA;"Ministério do Turismo"
