id_org_ano;id_org_unica;ano;org_limpo;part_count;part_binaria;existencia;dotacao_atual_total;pago_total;dotacao_atual_invest;pago_invest;servidores_superior;servidores_naosup;forca_trabalho_bep
2007445;445;2007;Ministério do Trabalho e Emprego;0;0;1;36323164763;29695101004;50985893;29814737;4671;2435;7270
2008445;445;2008;Ministério do Trabalho e Emprego;0;0;1;40876974466;34056365114;98032749;19103554;4637;2308;7091
2009445;445;2009;Ministério do Trabalho e Emprego;2;1;1;46253005761;41470991646;67315196;9660980;5401;3291;8837
2010445;445;2010;Ministério do Trabalho e Emprego;0;0;1;47649711625;46004302616;53687466;6560422;5516;3257;8975
2011445;445;2011;Ministério do Trabalho e Emprego;1;1;1;55738243295;53308332356;92221614;11427921;5549;3170;8924
2012445;445;2012;Ministério do Trabalho e Emprego;5;1;1;67690195669;57896420816;116716835;10740947;5403;3017;8650
2013445;445;2013;Ministério do Trabalho e Emprego;1;1;1;70629978975;64786547212;97529095;5348359;5239;2882;8333
2014445;445;2014;Ministério do Trabalho e Emprego;1;1;1;77070781638;70651940769;114044149;11302427;5260;2942;8338
2015445;445;2015;Ministério do Trabalho e Emprego;1;1;1;86683256512;82031906077;146429031;9547003;5002;2810;7971
2016445;445;2016;Ministério do Trabalho e Emprego;0;0;1;6,09E+13;5,89E+13;140982714;28438938;4925;2695;7762
2017445;445;2017;Ministério do Trabalho e Emprego;0;0;1;86446117261;77888666875;94782384;27460249;4693;2584;NA
2018445;445;2018;Ministério do Trabalho e Emprego;1;1;1;84001509692;78475811483;55202550;6526485;4521;2418;NA
2019445;445;2019;Ministério do Trabalho e Emprego;0;0;0;NA;NA;NA;NA;NA;NA;NA
1997447;447;1997;Ministério dos Transportes;0;0;1;NA;NA;NA;NA;NA;NA;5235
1998447;447;1998;Ministério dos Transportes;0;0;1;NA;NA;NA;NA;NA;NA;4742
1999447;447;1999;Ministério dos Transportes;0;0;1;NA;NA;NA;NA;1586;3115;4504
2000447;447;2000;Ministério dos Transportes;1;1;1;8135633921;3643141445;4293262799;1473053487;1745;3269;4795
2001447;447;2001;Ministério dos Transportes;0;0;1;8066401025;4771052265;4152580690;1552166178;1933;3036;4724
2002447;447;2002;Ministério dos Transportes;0;0;1;10880189948;5573962719;3927069779;943660566;2286;2790;4882
2003447;447;2003;Ministério dos Transportes;0;0;1;11546308895;3359051408;3091957985;370670727;1974;2050;3878
2004447;447;2004;Ministério dos Transportes;1;1;1;9978646230;3710965983;3603381574;1041056729;2006;2500;4348
2005447;447;2005;Ministério dos Transportes;0;0;1;10197955383;4804367739;6565282216;2065904152;2128;2713;4651
2006447;447;2006;Ministério dos Transportes;1;1;1;9652097975;4836135784;6198310066;2040196730;2866;3047;5337
2007447;447;2007;Ministério dos Transportes;0;0;1;14368792580;6333000189;10878169185;3372103129;3393;3203;5454
2008447;447;2008;Ministério dos Transportes;0;0;1;15119964134;4982875467;10977034474;2075908149;3723;3054;5254
2009447;447;2009;Ministério dos Transportes;0;0;1;16691039013;7725403120;12558970312;4307124102;4019;3472;5895
2010447;447;2010;Ministério dos Transportes;0;0;1;21249921408;10394067077;16274300187;6676753957;4457;3753;6140
2011447;447;2011;Ministério dos Transportes;0;0;1;22321856817;10353591784;17116207955;6079396610;4491;3676;6136
2012447;447;2012;Ministério dos Transportes;4;1;1;28348000890;9169820724;23163081844;4723282806;4328;3619;6002
2013447;447;2013;Ministério dos Transportes;0;0;1;21124197377;9079670547;15181987707;4369416370;4839;3816;6264
2014447;447;2014;Ministério dos Transportes;0;0;1;21730763598;9998181329;16305813264;5225165065;4830;3658;6434
2015447;447;2015;Ministério dos Transportes;0;0;1;19083215035;7122987870;12917391607;1968974729;4847;3562;6251
2016447;447;2016;Ministério dos Transportes;0;0;1;13977448475;8909163446;8167761981;3557165552;4779;3433;6037
2017447;447;2017;Ministério dos Transportes;0;0;1;26124487611;14657779043;10003831064;5562804953;4961;3424;NA
2018447;447;2018;Ministério dos Transportes;0;0;1;20035633212;12249926243;8428047373;5344537698;4885;3338;NA
2019447;447;2019;Ministério dos Transportes;0;0;0;NA;NA;NA;NA;NA;NA;NA
1997551;551;1997;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998551;551;1998;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
1999551;551;1999;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2000551;551;2000;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2001551;551;2001;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2002551;551;2002;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2003551;551;2003;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2004551;551;2004;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2005551;551;2005;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2006551;551;2006;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2007551;551;2007;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2008551;551;2008;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
2009551;551;2009;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
2010551;551;2010;Secretaria de Assuntos Estratégicos;1;1;1;NA;NA;NA;NA;NA;NA;NA
2011551;551;2011;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
2012551;551;2012;Secretaria de Assuntos Estratégicos;6;1;1;1579334;0;1579334;0;NA;NA;NA
2013551;551;2013;Secretaria de Assuntos Estratégicos;0;0;1;357389882;318693096;4188000;759194;NA;NA;NA
2014551;551;2014;Secretaria de Assuntos Estratégicos;2;1;1;354456906;325768107;5987000;362647;NA;NA;NA
2015551;551;2015;Secretaria de Assuntos Estratégicos;0;0;1;359657989;329529483;2117941;543568;NA;NA;NA
2016551;551;2016;Secretaria de Assuntos Estratégicos;0;0;0;NA;NA;NA;NA;NA;NA;NA
2017551;551;2017;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
2018551;551;2018;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
2019551;551;2019;Secretaria de Assuntos Estratégicos;0;0;1;NA;NA;NA;NA;NA;NA;NA
1997563;563;1997;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998563;563;1998;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
1999563;563;1999;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2000563;563;2000;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2001563;563;2001;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2002563;563;2002;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2003563;563;2003;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2004563;563;2004;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2005563;563;2005;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2006563;563;2006;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2007563;563;2007;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2008563;563;2008;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2009563;563;2009;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2010563;563;2010;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2011563;563;2011;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2012563;563;2012;Secretaria Geral da Presidência da República;17;1;1;NA;NA;NA;NA;NA;NA;NA
2013563;563;2013;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2014563;563;2014;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2015563;563;2015;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2016563;563;2016;Secretaria Geral da Presidência da República;0;0;0;NA;NA;NA;NA;NA;NA;NA
2017563;563;2017;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2018563;563;2018;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2019563;563;2019;Secretaria Geral da Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
1997658;658;1997;Vice-Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998658;658;1998;Vice-Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
1999658;658;1999;Vice-Presidência da República;0;0;1;NA;NA;NA;NA;NA;NA;NA
2000658;658;2000;Vice-Presidência da República;0;0;1;3212689;3013712;71000;53676;NA;NA;NA
2001658;658;2001;Vice-Presidência da República;0;0;1;5104281;3225501;101000;49585;NA;NA;NA
2002658;658;2002;Vice-Presidência da República;0;0;1;4653439;4039461;355000;144543;NA;NA;NA
2003658;658;2003;Vice-Presidência da República;0;0;1;4581769;3774621;210000;11727;NA;NA;NA
2004658;658;2004;Vice-Presidência da República;0;0;1;5253179;4767384;110000;107477;NA;NA;NA
2005658;658;2005;Vice-Presidência da República;0;0;1;4855330;4235892;2,00E+09;6845;NA;NA;NA
2006658;658;2006;Vice-Presidência da República;0;0;1;5243472;4995656;737;470;NA;NA;NA
2007658;658;2007;Vice-Presidência da República;0;0;1;5393837;5276375;103737;75068;NA;NA;NA
2008658;658;2008;Vice-Presidência da República;0;0;1;6596021;6394427;12000;9583;NA;NA;NA
2009658;658;2009;Vice-Presidência da República;0;0;1;6642977;5666945;3,00E+09;5793;NA;NA;NA
2010658;658;2010;Vice-Presidência da República;0;0;1;7658235;6231162;3,00E+09;76174;NA;NA;NA
2011658;658;2011;Vice-Presidência da República;0;0;1;7729679;6853598;3,00E+09;88169;NA;NA;NA
2012658;658;2012;Vice-Presidência da República;23;1;1;9270498;7390782;746667;141174;NA;NA;NA
2013658;658;2013;Vice-Presidência da República;0;0;1;10289470;8125091;2,00E+09;87139;NA;NA;NA
2014658;658;2014;Vice-Presidência da República;0;0;1;11010229;9030863;250000;187268;NA;NA;NA
2015658;658;2015;Vice-Presidência da República;0;0;1;12315056;9963579;580000;86094;NA;NA;NA
2016658;658;2016;Vice-Presidência da República;0;0;1;11168214;7326897;500260;3249;NA;NA;NA
2017658;658;2017;Vice-Presidência da República;0;0;1;7013455;902506;168123;0;NA;NA;NA
2018658;658;2018;Vice-Presidência da República;0;0;1;3660568;1220053;105621;0;NA;NA;NA
2019658;658;2019;Vice-Presidência da República;0;0;1;19251155;14618158;785856;715817;NA;NA;NA
1997697;697;1997;Ministério da Ação Social;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998697;697;1998;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
1999697;697;1999;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2000697;697;2000;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2001697;697;2001;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2002697;697;2002;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2003697;697;2003;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2004697;697;2004;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2005697;697;2005;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2006697;697;2006;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2007697;697;2007;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2008697;697;2008;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2009697;697;2009;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2010697;697;2010;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2011697;697;2011;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2012697;697;2012;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2013697;697;2013;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2014697;697;2014;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2015697;697;2015;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2016697;697;2016;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2017697;697;2017;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2018697;697;2018;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
2019697;697;2019;Ministério da Ação Social;0;0;0;NA;NA;NA;NA;NA;NA;NA
1997698;698;1997;Ministério da Aeronáutica;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998698;698;1998;Ministério da Aeronáutica;0;0;1;NA;NA;NA;NA;NA;NA;NA
1999698;698;1999;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2000698;698;2000;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2001698;698;2001;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2002698;698;2002;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2003698;698;2003;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2004698;698;2004;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2005698;698;2005;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2006698;698;2006;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2007698;698;2007;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2008698;698;2008;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2009698;698;2009;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2010698;698;2010;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2011698;698;2011;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2012698;698;2012;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2013698;698;2013;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2014698;698;2014;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2015698;698;2015;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2016698;698;2016;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2017698;698;2017;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2018698;698;2018;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
2019698;698;2019;Ministério da Aeronáutica;0;0;0;NA;NA;NA;NA;NA;NA;NA
1997701;701;1997;Ministério da Marinha;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998701;701;1998;Ministério da Marinha;2;1;1;NA;NA;NA;NA;NA;NA;NA
1999701;701;1999;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2000701;701;2000;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2001701;701;2001;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2002701;701;2002;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2003701;701;2003;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2004701;701;2004;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2005701;701;2005;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2006701;701;2006;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2007701;701;2007;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2008701;701;2008;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2009701;701;2009;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2010701;701;2010;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2011701;701;2011;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2012701;701;2012;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2013701;701;2013;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2014701;701;2014;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2015701;701;2015;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2016701;701;2016;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2017701;701;2017;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2018701;701;2018;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
2019701;701;2019;Ministério da Marinha;0;0;0;NA;NA;NA;NA;NA;NA;NA
1997702;702;1997;Ministério do Exército;0;0;1;NA;NA;NA;NA;NA;NA;NA
1998702;702;1998;Ministério do Exército;0;0;1;NA;NA;NA;NA;NA;NA;NA
1999702;702;1999;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2000702;702;2000;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2001702;702;2001;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2002702;702;2002;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2003702;702;2003;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2004702;702;2004;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2005702;702;2005;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2006702;702;2006;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2007702;702;2007;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2008702;702;2008;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2009702;702;2009;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2010702;702;2010;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2011702;702;2011;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2012702;702;2012;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2013702;702;2013;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2014702;702;2014;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2015702;702;2015;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2016702;702;2016;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2017702;702;2017;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2018702;702;2018;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
2019702;702;2019;Ministério do Exército;0;0;0;NA;NA;NA;NA;NA;NA;NA
1997708;708;1997;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
1998708;708;1998;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
1999708;708;1999;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2000708;708;2000;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2001708;708;2001;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2002708;708;2002;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2003708;708;2003;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2004708;708;2004;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2005708;708;2005;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2006708;708;2006;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2007708;708;2007;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2008708;708;2008;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2009708;708;2009;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2010708;708;2010;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2011708;708;2011;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2012708;708;2012;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2013708;708;2013;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2014708;708;2014;Secretaria de Governo da Presidência;0;0;0;NA;NA;NA;NA;NA;NA;NA
2015708;708;2015;Secretaria de Governo da Presidência;0;0;1;NA;NA;NA;NA;NA;NA;NA
2016708;708;2016;Secretaria de Governo da Presidência;0;0;1;NA;NA;NA;NA;NA;NA;NA
2017708;708;2017;Secretaria de Governo da Presidência;0;0;1;NA;NA;NA;NA;NA;NA;NA
2018708;708;2018;Secretaria de Governo da Presidência;0;0;1;NA;NA;NA;NA;NA;NA;NA
2019708;708;2019;Secretaria de Governo da Presidência;0;0;1;NA;NA;NA;NA;NA;NA;NA
1997442;442;1997;Ministério do Meio Ambiente;5;1;1;NA;NA;NA;NA;NA;NA;8609
1998442;442;1998;Ministério do Meio Ambiente;16;1;1;NA;NA;NA;NA;NA;NA;8322
1999442;442;1999;Ministério do Meio Ambiente;56;1;1;NA;NA;NA;NA;2155;3762;8024
2000442;442;2000;Ministério do Meio Ambiente;14;1;1;893418000;575009695;200919070;83366815;2231;3608;5644
2001442;442;2001;Ministério do Meio Ambiente;9;1;1;1248137268;793321523;264155268;110481659;2491;3967;6409
2002442;442;2002;Ministério do Meio Ambiente;36;1;1;1661617646;798574845;530058917;55928205;3128;4024;7115
2003442;442;2003;Ministério do Meio Ambiente;15;1;1;1503793146;791445235;258749636;17395264;3202;4112;7242
2004442;442;2004;Ministério do Meio Ambiente;31;1;1;1774172534;971265513;120212143;21395313;3823;4099;7894
2005442;442;2005;Ministério do Meio Ambiente;25;1;1;2244690389;1040612166;134254503;21903205;4307;3759;8013
2006442;442;2006;Ministério do Meio Ambiente;36;1;1;2391458395;1205785912;122747390;37633998;4274;4193;8469
2007442;442;2007;Ministério do Meio Ambiente;28;1;1;2799755678;1370670707;93423114;15986107;4501;4038;8559
2008442;442;2008;Ministério do Meio Ambiente;45;1;1;3158687104;1426282601;158143602;14591289;4554;4972;9511
2009442;442;2009;Ministério do Meio Ambiente;16;1;1;3523290327;1553352760;101423436;7011717;5088;4417;9481
2010442;442;2010;Ministério do Meio Ambiente;39;1;1;3871481051;1818082901;94190949;15512377;5040;4661;9973
2011442;442;2011;Ministério do Meio Ambiente;22;1;1;3703330787;2049169869;165186411;24169000;4883;4212;9357
2012442;442;2012;Ministério do Meio Ambiente;105;1;1;3877384466;2023898810;262647759;12102800;4805;3771;8865
2013442;442;2013;Ministério do Meio Ambiente;25;1;1;4695275887;2252969280;196461868;26149758;4930;3698;8884
2014442;442;2014;Ministério do Meio Ambiente;44;1;1;3316215388;2410630337;201593570;23653869;4975;3835;8914
2015442;442;2015;Ministério do Meio Ambiente;26;1;1;3331061237;2484340581;162166571;14166576;4803;3717;8639
2016442;442;2016;Ministério do Meio Ambiente;84;1;1;3137805790;2619154559;108486248;4031045;4854;2705;7709
2017442;442;2017;Ministério do Meio Ambiente;57;1;1;3926652505;3009084787;197389726;27944609;4816;2219;NA
2018442;442;2018;Ministério do Meio Ambiente;44;1;1;3379813136;2564001689;102085005;28200928;4698;2403;NA
2019442;442;2019;Ministério do Meio Ambiente;21;1;1;3626450439;2392841139;151358006;9890475;4258;2010;NA
1997444;444;1997;Ministério do Planejamento, Orçamento e Gestão;0;0;1;NA;NA;NA;NA;NA;NA;16072
1998444;444;1998;Ministério do Planejamento, Orçamento e Gestão;1;1;1;NA;NA;NA;NA;NA;NA;14088
1999444;444;1999;Ministério do Planejamento, Orçamento e Gestão;1;1;1;NA;NA;NA;NA;1983;1925;13164
2000444;444;2000;Ministério do Planejamento, Orçamento e Gestão;1;1;1;1655914296;1381872941;45789647;22107179;2593;2821;13868
2001444;444;2001;Ministério do Planejamento, Orçamento e Gestão;1;1;1;1508194331;1323412640;21186379;11718862;2718;2636;13783
2002444;444;2002;Ministério do Planejamento, Orçamento e Gestão;1;1;1;1720718879;1463444409;15470199;1903931;2754;2344;14079
2003444;444;2003;Ministério do Planejamento, Orçamento e Gestão;0;0;1;1770568831;1565103346;10892509;2323477;2761;2883;14259
2004444;444;2004;Ministério do Planejamento, Orçamento e Gestão;0;0;1;2316850948;1518679145;26623751;6300374;2624;2176;12932
2005444;444;2005;Ministério do Planejamento, Orçamento e Gestão;0;0;1;2199280761;1673580402;30826785;2453189;2601;2096;14550
2006444;444;2006;Ministério do Planejamento, Orçamento e Gestão;1;1;1;2630416403;2153518142;177777378;16319680;2909;2051;16235
2007444;444;2007;Ministério do Planejamento, Orçamento e Gestão;1;1;1;4682381607;3009740350;55300662;7503950;2999;2012;16453
2008444;444;2008;Ministério do Planejamento, Orçamento e Gestão;0;0;1;4106095291;2623121584;53647066;3484045;3032;1972;18076
2009444;444;2009;Ministério do Planejamento, Orçamento e Gestão;2;1;1;4723132378;3205811067;132995992;21734565;3322;1980;15538
2010444;444;2010;Ministério do Planejamento, Orçamento e Gestão;0;0;1;5947054781;4640162840;120619370;65560886;4012;2041;14002
2011444;444;2011;Ministério do Planejamento, Orçamento e Gestão;0;0;1;5037006047;3726350719;42470049;2734854;4197;1862;13900
2012444;444;2012;Ministério do Planejamento, Orçamento e Gestão;13;1;1;6939190536;3944257702;1819083288;4292967;4733;1785;14490
2013444;444;2013;Ministério do Planejamento, Orçamento e Gestão;0;0;1;7858043093;4656202950;252976510;45849851;4682;1677;14369
2014444;444;2014;Ministério do Planejamento, Orçamento e Gestão;0;0;1;6319790482;4572349977;193652315;5298456;4667;1588;16582
2015444;444;2015;Ministério do Planejamento, Orçamento e Gestão;0;0;1;5545657045;4795297373;48337410;6949448;4577;1793;28056
2016444;444;2016;Ministério do Planejamento, Orçamento e Gestão;0;0;0;6210137332;5312055898;118366566;10786472;4782;1669;28803
2017444;444;2017;Ministério do Planejamento, Orçamento e Gestão;0;0;0;7335093981;6052159378;135840879;58789158;4805;1556;NA
2018444;444;2018;Ministério do Planejamento, Orçamento e Gestão;0;0;0;7736455726;5796060044;88416297;20685038;4741;1488;NA
2019444;444;2019;Ministério do Planejamento, Orçamento e Gestão;0;0;0;0;253;NA;NA;NA;NA;NA
1997428;428;1997;Ministério da Integração Nacional;0;0;0;NA;NA;NA;NA;NA;NA;NA
1998428;428;1998;Ministério da Integração Nacional;0;0;0;NA;NA;NA;NA;NA;NA;NA
1999428;428;1999;Ministério da Integração Nacional;1;1;1;NA;NA;NA;NA;1022;2028;184
